,ga:date,ga:countryIsoCode,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20220501,AR,1,1,1,0.0,1.0,100.0
1,20220501,AU,1,1,1,0.0,1.0,100.0
2,20220501,BR,1,1,1,0.0,1.0,100.0
3,20220501,CA,1,1,1,0.0,1.0,100.0
4,20220501,CN,2,3,2,162.0,1.5,50.0
5,20220501,CO,1,1,1,0.0,1.0,100.0
6,20220501,CZ,2,2,2,0.0,1.0,100.0
7,20220501,DE,2,3,2,119.0,1.5,50.0
8,20220501,FR,3,7,3,108.0,2.3333333333333335,66.66666666666666
9,20220501,GB,1,2,1,674.0,2.0,0.0
10,20220501,GR,1,1,1,0.0,1.0,100.0
11,20220501,IL,2,2,2,0.0,1.0,100.0
12,20220501,IN,2,3,2,35.0,1.5,50.0
13,20220501,IT,2,2,2,0.0,1.0,100.0
14,20220501,JP,2,3,2,941.0,1.5,50.0
15,20220501,MX,1,1,1,0.0,1.0,100.0
16,20220501,PL,2,2,2,0.0,1.0,100.0
17,20220501,SG,1,2,1,19.0,2.0,0.0
18,20220501,SK,1,1,1,0.0,1.0,100.0
19,20220501,TR,2,2,2,0.0,1.0,100.0
20,20220501,TW,1,1,1,0.0,1.0,100.0
21,20220501,US,12,13,12,51.0,1.0833333333333333,91.66666666666666
22,20220501,VN,1,1,1,0.0,1.0,100.0
23,20220502,AR,1,3,1,14.0,3.0,0.0
24,20220502,AT,2,2,2,0.0,1.0,100.0
25,20220502,BE,1,1,1,0.0,1.0,100.0
26,20220502,BR,6,7,6,5.0,1.1666666666666667,83.33333333333334
27,20220502,CA,4,4,4,0.0,1.0,100.0
28,20220502,CH,1,1,1,0.0,1.0,100.0
29,20220502,CN,4,4,4,0.0,1.0,100.0
30,20220502,CO,1,1,1,0.0,1.0,100.0
31,20220502,CR,1,1,1,0.0,1.0,100.0
32,20220502,CZ,1,2,1,1166.0,2.0,0.0
33,20220502,DE,9,20,10,392.0,2.0,90.0
34,20220502,EG,1,1,1,0.0,1.0,100.0
35,20220502,ES,1,1,1,0.0,1.0,100.0
36,20220502,FR,5,5,5,0.0,1.0,100.0
37,20220502,GB,2,3,3,0.0,1.0,100.0
38,20220502,HK,1,1,1,0.0,1.0,100.0
39,20220502,HU,1,1,1,0.0,1.0,100.0
40,20220502,ID,1,3,3,0.0,1.0,100.0
41,20220502,IL,2,2,2,0.0,1.0,100.0
42,20220502,IN,5,8,6,8.0,1.3333333333333333,66.66666666666666
43,20220502,IT,3,4,4,0.0,1.0,100.0
44,20220502,JP,1,1,1,0.0,1.0,100.0
45,20220502,MX,2,2,2,0.0,1.0,100.0
46,20220502,MY,1,1,1,0.0,1.0,100.0
47,20220502,NG,1,2,1,1336.0,2.0,0.0
48,20220502,NL,1,1,1,0.0,1.0,100.0
49,20220502,PL,1,1,1,0.0,1.0,100.0
50,20220502,PT,1,2,1,2.0,2.0,0.0
51,20220502,QA,1,2,1,9.0,2.0,0.0
52,20220502,SE,1,1,1,0.0,1.0,100.0
53,20220502,US,34,45,34,573.0,1.3235294117647058,82.35294117647058
54,20220503,AU,2,2,2,0.0,1.0,100.0
55,20220503,BE,2,2,2,0.0,1.0,100.0
56,20220503,BR,2,2,2,0.0,1.0,100.0
57,20220503,BY,1,1,1,0.0,1.0,100.0
58,20220503,CA,2,2,2,0.0,1.0,100.0
59,20220503,CH,2,4,2,155.0,2.0,50.0
60,20220503,CN,3,3,3,0.0,1.0,100.0
61,20220503,CO,3,3,3,0.0,1.0,100.0
62,20220503,DE,5,7,5,33.0,1.4,60.0
63,20220503,DK,2,2,2,0.0,1.0,100.0
64,20220503,ES,4,4,4,0.0,1.0,100.0
65,20220503,FR,4,4,4,0.0,1.0,100.0
66,20220503,GB,4,5,4,86.0,1.25,75.0
67,20220503,GH,1,1,1,0.0,1.0,100.0
68,20220503,HU,1,1,1,0.0,1.0,100.0
69,20220503,IL,2,2,2,0.0,1.0,100.0
70,20220503,IN,3,8,4,2156.0,2.0,75.0
71,20220503,IT,2,4,3,1545.0,1.3333333333333333,66.66666666666666
72,20220503,KE,1,1,1,0.0,1.0,100.0
73,20220503,KR,2,3,3,0.0,1.0,100.0
74,20220503,MX,1,1,1,0.0,1.0,100.0
75,20220503,NG,1,1,1,0.0,1.0,100.0
76,20220503,RO,2,3,2,19.0,1.5,50.0
77,20220503,RU,1,1,1,0.0,1.0,100.0
78,20220503,SE,3,3,3,0.0,1.0,100.0
79,20220503,SI,1,2,1,23.0,2.0,0.0
80,20220503,TR,1,6,1,302.0,6.0,0.0
81,20220503,US,35,50,38,1814.0,1.3157894736842106,78.94736842105263
82,20220503,ZZ,4,6,4,28.0,1.5,50.0
83,20220504,AU,1,1,1,0.0,1.0,100.0
84,20220504,BE,1,1,1,0.0,1.0,100.0
85,20220504,BG,1,1,1,0.0,1.0,100.0
86,20220504,BO,1,1,1,0.0,1.0,100.0
87,20220504,BR,2,2,2,0.0,1.0,100.0
88,20220504,CA,16,17,16,8.0,1.0625,93.75
89,20220504,CH,1,1,1,0.0,1.0,100.0
90,20220504,CN,9,14,9,163.0,1.5555555555555556,88.88888888888889
91,20220504,CO,1,2,1,24.0,2.0,0.0
92,20220504,CU,1,1,1,0.0,1.0,100.0
93,20220504,DE,7,11,8,193.0,1.375,75.0
94,20220504,DK,2,2,2,0.0,1.0,100.0
95,20220504,DO,1,1,1,0.0,1.0,100.0
96,20220504,ES,2,3,2,24.0,1.5,50.0
97,20220504,FI,1,1,1,0.0,1.0,100.0
98,20220504,FR,8,10,9,214.0,1.1111111111111112,88.88888888888889
99,20220504,GB,4,14,4,121.0,3.5,50.0
100,20220504,HK,2,3,2,110.0,1.5,50.0
101,20220504,IN,3,4,4,0.0,1.0,100.0
102,20220504,IT,2,3,2,117.0,1.5,50.0
103,20220504,JP,1,1,1,0.0,1.0,100.0
104,20220504,MX,1,1,1,0.0,1.0,100.0
105,20220504,NG,1,1,1,0.0,1.0,100.0
106,20220504,NL,2,2,2,0.0,1.0,100.0
107,20220504,NO,1,1,1,0.0,1.0,100.0
108,20220504,NP,1,1,1,0.0,1.0,100.0
109,20220504,PL,1,1,1,0.0,1.0,100.0
110,20220504,RS,1,1,1,0.0,1.0,100.0
111,20220504,TR,1,1,1,0.0,1.0,100.0
112,20220504,US,39,63,42,3177.0,1.5,69.04761904761905
113,20220504,VN,1,1,1,0.0,1.0,100.0
114,20220504,ZZ,2,3,2,15.0,1.5,50.0
115,20220505,AT,1,1,1,0.0,1.0,100.0
116,20220505,BD,1,1,1,0.0,1.0,100.0
117,20220505,BR,3,3,3,0.0,1.0,100.0
118,20220505,CH,1,1,1,0.0,1.0,100.0
119,20220505,CN,3,3,3,0.0,1.0,100.0
120,20220505,CZ,2,2,2,0.0,1.0,100.0
121,20220505,DE,6,10,7,309.0,1.4285714285714286,57.14285714285714
122,20220505,DK,3,5,3,271.0,1.6666666666666667,33.33333333333333
123,20220505,DZ,1,1,1,0.0,1.0,100.0
124,20220505,ES,5,7,5,31.0,1.4,60.0
125,20220505,FR,5,7,5,42.0,1.4,60.0
126,20220505,GB,1,1,1,0.0,1.0,100.0
127,20220505,HK,2,5,2,43.0,2.5,50.0
128,20220505,IE,1,1,1,0.0,1.0,100.0
129,20220505,IN,7,8,8,0.0,1.0,100.0
130,20220505,IR,1,1,1,0.0,1.0,100.0
131,20220505,JP,1,1,1,0.0,1.0,100.0
132,20220505,KR,4,5,4,1768.0,1.25,75.0
133,20220505,LU,1,1,1,0.0,1.0,100.0
134,20220505,NL,1,1,1,0.0,1.0,100.0
135,20220505,NZ,1,2,1,9.0,2.0,0.0
136,20220505,PE,1,1,1,0.0,1.0,100.0
137,20220505,PT,1,1,1,0.0,1.0,100.0
138,20220505,RU,6,6,6,0.0,1.0,100.0
139,20220505,SE,3,3,3,0.0,1.0,100.0
140,20220505,TR,1,2,2,0.0,1.0,100.0
141,20220505,TW,2,3,2,28.0,1.5,50.0
142,20220505,UA,1,3,1,39.0,3.0,0.0
143,20220505,US,35,55,41,2580.0,1.3414634146341464,70.73170731707317
144,20220505,UY,1,1,1,0.0,1.0,100.0
145,20220505,ZZ,1,1,1,0.0,1.0,100.0
146,20220506,AM,1,1,1,0.0,1.0,100.0
147,20220506,AR,2,2,2,0.0,1.0,100.0
148,20220506,BR,5,6,5,164.0,1.2,80.0
149,20220506,CA,3,3,3,0.0,1.0,100.0
150,20220506,CH,1,1,1,0.0,1.0,100.0
151,20220506,CN,6,8,7,68.0,1.1428571428571428,85.71428571428571
152,20220506,DE,3,6,3,29.0,2.0,33.33333333333333
153,20220506,DK,1,2,1,15.0,2.0,0.0
154,20220506,EG,1,1,1,0.0,1.0,100.0
155,20220506,ES,7,8,7,81.0,1.1428571428571428,85.71428571428571
156,20220506,FR,3,5,3,971.0,1.6666666666666667,33.33333333333333
157,20220506,GB,3,3,3,0.0,1.0,100.0
158,20220506,HK,2,2,2,0.0,1.0,100.0
159,20220506,HU,1,1,1,0.0,1.0,100.0
160,20220506,IN,3,3,3,0.0,1.0,100.0
161,20220506,IT,3,5,4,48.0,1.25,75.0
162,20220506,JP,1,1,1,0.0,1.0,100.0
163,20220506,KR,2,2,2,0.0,1.0,100.0
164,20220506,NL,1,1,1,0.0,1.0,100.0
165,20220506,PL,1,1,1,0.0,1.0,100.0
166,20220506,RU,4,7,5,221.0,1.4,60.0
167,20220506,SE,1,1,1,0.0,1.0,100.0
168,20220506,TR,1,2,1,39.0,2.0,0.0
169,20220506,UG,1,1,1,0.0,1.0,100.0
170,20220506,US,33,47,37,2026.0,1.2702702702702702,75.67567567567568
171,20220507,AR,1,2,1,86.0,2.0,0.0
172,20220507,BD,1,1,1,0.0,1.0,100.0
173,20220507,BJ,1,1,1,0.0,1.0,100.0
174,20220507,BR,1,1,1,0.0,1.0,100.0
175,20220507,CN,4,4,4,0.0,1.0,100.0
176,20220507,CO,1,2,1,145.0,2.0,0.0
177,20220507,DE,1,2,1,13.0,2.0,0.0
178,20220507,DK,2,2,2,0.0,1.0,100.0
179,20220507,FR,1,2,1,205.0,2.0,0.0
180,20220507,GB,2,5,2,141.0,2.5,50.0
181,20220507,ID,2,3,2,21.0,1.5,50.0
182,20220507,IN,1,1,1,0.0,1.0,100.0
183,20220507,IT,1,2,1,7.0,2.0,0.0
184,20220507,KR,3,3,3,0.0,1.0,100.0
185,20220507,MX,1,1,1,0.0,1.0,100.0
186,20220507,NL,1,2,1,54.0,2.0,0.0
187,20220507,RU,1,1,1,0.0,1.0,100.0
188,20220507,TG,1,3,1,133.0,3.0,0.0
189,20220507,TH,1,1,1,0.0,1.0,100.0
190,20220507,US,14,20,14,353.0,1.4285714285714286,71.42857142857143
191,20220507,YE,1,2,1,164.0,2.0,0.0
192,20220508,AE,1,1,1,0.0,1.0,100.0
193,20220508,BR,1,1,1,0.0,1.0,100.0
194,20220508,CA,1,3,1,88.0,3.0,0.0
195,20220508,CN,5,5,5,0.0,1.0,100.0
196,20220508,DE,2,2,2,0.0,1.0,100.0
197,20220508,FR,2,2,2,0.0,1.0,100.0
198,20220508,GB,2,2,2,0.0,1.0,100.0
199,20220508,IL,1,1,1,0.0,1.0,100.0
200,20220508,IN,3,7,4,1667.0,1.75,25.0
201,20220508,IR,1,1,1,0.0,1.0,100.0
202,20220508,IT,1,1,1,0.0,1.0,100.0
203,20220508,JP,2,2,2,0.0,1.0,100.0
204,20220508,KR,4,5,5,0.0,1.0,100.0
205,20220508,NA,1,3,1,1394.0,3.0,0.0
206,20220508,PL,1,1,1,0.0,1.0,100.0
207,20220508,RU,2,2,2,0.0,1.0,100.0
208,20220508,SG,1,1,1,0.0,1.0,100.0
209,20220508,TW,1,1,1,0.0,1.0,100.0
210,20220508,UA,1,1,1,0.0,1.0,100.0
211,20220508,US,21,35,23,814.0,1.5217391304347827,78.26086956521739
212,20220509,AR,2,2,2,0.0,1.0,100.0
213,20220509,AT,2,3,3,0.0,1.0,100.0
214,20220509,AU,2,2,2,0.0,1.0,100.0
215,20220509,BR,6,13,9,1605.0,1.4444444444444444,66.66666666666666
216,20220509,CA,6,7,7,0.0,1.0,100.0
217,20220509,CN,4,10,5,2390.0,2.0,40.0
218,20220509,CO,2,2,2,0.0,1.0,100.0
219,20220509,CZ,2,2,2,0.0,1.0,100.0
220,20220509,DE,5,7,6,25.0,1.1666666666666667,83.33333333333334
221,20220509,DK,2,5,2,60.0,2.5,0.0
222,20220509,ES,2,2,2,0.0,1.0,100.0
223,20220509,FI,2,3,3,0.0,1.0,100.0
224,20220509,FR,7,14,8,336.0,1.75,75.0
225,20220509,GB,3,6,3,36.0,2.0,66.66666666666666
226,20220509,GR,1,2,1,718.0,2.0,0.0
227,20220509,HK,2,2,2,0.0,1.0,100.0
228,20220509,IL,1,1,1,0.0,1.0,100.0
229,20220509,IN,1,2,1,6.0,2.0,0.0
230,20220509,IR,2,2,2,0.0,1.0,100.0
231,20220509,IT,5,5,5,0.0,1.0,100.0
232,20220509,JP,2,3,2,215.0,1.5,50.0
233,20220509,MX,1,1,1,0.0,1.0,100.0
234,20220509,MY,1,3,1,177.0,3.0,0.0
235,20220509,NA,1,2,1,551.0,2.0,0.0
236,20220509,NL,1,1,1,0.0,1.0,100.0
237,20220509,PK,1,2,1,639.0,2.0,0.0
238,20220509,PL,2,2,2,0.0,1.0,100.0
239,20220509,RO,1,1,1,0.0,1.0,100.0
240,20220509,RU,2,3,3,0.0,1.0,100.0
241,20220509,SE,2,3,2,37.0,1.5,50.0
242,20220509,TH,1,2,1,55.0,2.0,0.0
243,20220509,TR,5,6,5,357.0,1.2,80.0
244,20220509,TW,1,1,1,0.0,1.0,100.0
245,20220509,US,39,60,42,1048.0,1.4285714285714286,76.19047619047619
246,20220509,ZA,1,4,1,31.0,4.0,0.0
247,20220509,ZZ,1,1,1,0.0,1.0,100.0
248,20220510,AR,1,2,1,35.0,2.0,0.0
249,20220510,AT,1,1,1,0.0,1.0,100.0
250,20220510,AU,2,4,3,34.0,1.3333333333333333,66.66666666666666
251,20220510,BE,1,1,1,0.0,1.0,100.0
252,20220510,BR,6,6,6,0.0,1.0,100.0
253,20220510,CA,4,6,4,807.0,1.5,75.0
254,20220510,CH,2,3,2,15.0,1.5,50.0
255,20220510,CN,3,6,3,93.0,2.0,66.66666666666666
256,20220510,CO,3,8,3,1692.0,2.6666666666666665,33.33333333333333
257,20220510,DE,11,16,13,67.0,1.2307692307692308,76.92307692307693
258,20220510,ES,5,5,5,0.0,1.0,100.0
259,20220510,FR,3,3,3,0.0,1.0,100.0
260,20220510,GB,3,4,3,30.0,1.3333333333333333,66.66666666666666
261,20220510,HR,1,1,1,0.0,1.0,100.0
262,20220510,IL,2,2,2,0.0,1.0,100.0
263,20220510,IN,8,15,10,383.0,1.5,70.0
264,20220510,IT,6,11,6,33.0,1.8333333333333333,83.33333333333334
265,20220510,JP,2,3,2,1668.0,1.5,50.0
266,20220510,KR,1,1,1,0.0,1.0,100.0
267,20220510,LU,1,2,1,12.0,2.0,0.0
268,20220510,NL,2,2,2,0.0,1.0,100.0
269,20220510,PK,1,1,1,0.0,1.0,100.0
270,20220510,PL,3,3,3,0.0,1.0,100.0
271,20220510,RO,2,3,2,31.0,1.5,50.0
272,20220510,RU,4,5,4,476.0,1.25,75.0
273,20220510,SA,2,2,2,0.0,1.0,100.0
274,20220510,TH,1,1,1,0.0,1.0,100.0
275,20220510,TR,2,5,2,324.0,2.5,0.0
276,20220510,US,43,71,46,6807.0,1.5434782608695652,65.21739130434783
277,20220510,ZZ,3,4,3,29.0,1.3333333333333333,66.66666666666666
278,20220511,AT,1,2,1,184.0,2.0,0.0
