,ga:date,ga:source,ga:users,ga:pageViews,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20200501,(direct),20,51,1359.0,2.55,70.0
1,20200501,duckduckgo,1,2,6.0,2.0,0.0
2,20200501,google,21,37,2775.0,1.48,76.0
3,20200501,readthedocs.io,1,1,0.0,1.0,100.0
4,20200501,spack.io,3,3,0.0,1.0,100.0
5,20200501,spack.readthedocs.io,11,24,581.0,1.7142857142857142,64.28571428571429
6,20200501,wiki.octave.org,1,1,0.0,1.0,100.0
7,20200502,(direct),5,14,521.0,2.0,71.42857142857143
8,20200502,google,6,7,0.0,1.0,100.0
9,20200502,mail.google.com,1,1,0.0,1.0,100.0
10,20200502,spack.io,2,3,0.0,1.0,100.0
11,20200502,spack.readthedocs.io,5,15,203.0,2.142857142857143,28.57142857142857
12,20200502,wiki.octave.org,1,1,0.0,1.0,100.0
13,20200503,(direct),5,8,9.0,1.1428571428571428,85.71428571428571
14,20200503,dna-ltd.co.jp,1,1,0.0,1.0,100.0
15,20200503,google,10,28,3566.0,2.3333333333333335,66.66666666666666
16,20200503,hpc.llnl.gov,1,1,0.0,1.0,100.0
17,20200503,spack.readthedocs.io,5,23,4634.0,3.2857142857142856,42.857142857142854
18,20200504,(direct),7,10,153.0,1.4285714285714286,57.14285714285714
19,20200504,duckduckgo,1,1,0.0,1.0,100.0
20,20200504,google,21,41,3966.0,1.4642857142857142,71.42857142857143
21,20200504,hpc.llnl.gov,1,2,9.0,2.0,0.0
22,20200504,spack.io,2,6,274.0,1.5,75.0
23,20200504,spack.readthedocs.io,12,44,5282.0,2.933333333333333,40.0
24,20200505,(direct),8,14,629.0,1.5555555555555556,66.66666666666666
25,20200505,baidu.com,3,3,0.0,1.0,100.0
26,20200505,google,16,39,7086.0,1.95,65.0
27,20200505,mail.google.com,1,1,0.0,1.0,100.0
28,20200505,re-ra.xyz,1,1,0.0,1.0,100.0
29,20200505,spack.io,3,12,738.0,1.7142857142857142,85.71428571428571
30,20200505,spack.readthedocs.io,9,25,1695.0,2.0833333333333335,33.33333333333333
31,20200505,wiki.octave.org,1,2,28.0,2.0,0.0
32,20200506,(direct),8,46,4086.0,4.6,30.0
33,20200506,baidu.com,2,2,0.0,1.0,100.0
34,20200506,duckduckgo,1,1,0.0,1.0,100.0
35,20200506,github.com,1,1,0.0,1.0,100.0
36,20200506,google,29,53,5890.0,1.606060606060606,69.6969696969697
37,20200506,hpc-staging.llnl.gov,1,1,0.0,1.0,100.0
38,20200506,spack.io,1,1,0.0,1.0,100.0
39,20200506,spack.readthedocs.io,13,47,5368.0,3.1333333333333333,26.666666666666668
40,20200506,wiki.octave.org,1,2,11.0,2.0,0.0
41,20200507,(direct),7,23,2064.0,2.3,50.0
42,20200507,duckduckgo,1,1,0.0,1.0,100.0
43,20200507,github.com,2,10,1205.0,5.0,0.0
44,20200507,google,27,45,2900.0,1.5,70.0
45,20200507,spack.io,1,1,0.0,1.0,100.0
46,20200507,spack.readthedocs.io,11,52,4143.0,2.888888888888889,22.22222222222222
47,20200508,(direct),7,18,2471.0,1.8,70.0
48,20200508,google,23,40,3341.0,1.6666666666666667,70.83333333333334
49,20200508,qiita.com,1,1,0.0,1.0,100.0
50,20200508,spack.io,1,3,662.0,3.0,0.0
51,20200508,spack.readthedocs.io,14,157,21180.0,6.038461538461538,19.230769230769234
52,20200508,wiki.seas.harvard.edu,1,3,27.0,3.0,0.0
53,20200509,(direct),3,5,43.0,1.6666666666666667,33.33333333333333
54,20200509,google,11,13,35.0,1.0833333333333333,91.66666666666666
55,20200509,qiita.com,1,1,0.0,1.0,100.0
56,20200509,spack.readthedocs.io,2,17,2088.0,3.4,20.0
57,20200510,(direct),2,2,0.0,1.0,100.0
58,20200510,google,11,19,1134.0,1.3571428571428572,78.57142857142857
59,20200510,hpc.llnl.gov,1,1,0.0,1.0,100.0
60,20200510,spack.readthedocs.io,3,9,2758.0,1.8,40.0
61,20200510,wiki.octave.org,1,1,0.0,1.0,100.0
62,20200511,(direct),12,20,159.0,1.6666666666666667,75.0
63,20200511,dna-ltd.co.jp,1,2,129.0,2.0,0.0
64,20200511,github.com,1,1,0.0,1.0,100.0
65,20200511,google,33,84,12016.0,1.8666666666666667,68.88888888888889
66,20200511,spack.io,3,8,238.0,2.0,50.0
67,20200511,spack.readthedocs.io,14,44,1338.0,2.4444444444444446,50.0
68,20200512,(direct),5,10,40.0,1.4285714285714286,57.14285714285714
69,20200512,csc.uni-frankfurt.de,1,1,0.0,1.0,100.0
70,20200512,github.gatech.edu,1,1,0.0,1.0,100.0
71,20200512,google,33,58,6480.0,1.4871794871794872,71.7948717948718
72,20200512,hpc.caltech.edu,1,1,0.0,1.0,100.0
73,20200512,spack.readthedocs.io,10,39,1601.0,3.25,16.666666666666664
74,20200513,(direct),12,19,630.0,1.5833333333333333,58.333333333333336
75,20200513,google,45,94,11823.0,1.6785714285714286,69.64285714285714
76,20200513,iluvatar.bitbucket.io,1,2,8.0,2.0,0.0
77,20200513,spack.io,1,2,16.0,2.0,0.0
78,20200513,spack.readthedocs.io,14,64,5919.0,3.5555555555555554,27.77777777777778
79,20200513,wiki.seas.harvard.edu,1,1,0.0,1.0,100.0
80,20200514,(direct),11,24,3071.0,2.1818181818181817,63.63636363636363
81,20200514,github.com,2,2,0.0,1.0,100.0
82,20200514,google,35,72,3919.0,1.565217391304348,89.13043478260869
83,20200514,notes.services.box.com,1,1,0.0,1.0,100.0
84,20200514,spack.io,1,1,0.0,1.0,100.0
85,20200514,spack.readthedocs.io,13,47,1192.0,2.0434782608695654,43.47826086956522
86,20200514,wiki.octave.org,2,2,0.0,1.0,100.0
87,20200514,wiki.seas.harvard.edu,1,2,11.0,2.0,0.0
88,20200515,(direct),10,18,1440.0,1.8,50.0
89,20200515,github.com,1,1,0.0,1.0,100.0
90,20200515,google,26,45,2223.0,1.40625,68.75
91,20200515,spack.io,1,1,0.0,1.0,100.0
92,20200515,spack.readthedocs.io,10,40,2529.0,2.857142857142857,35.714285714285715
93,20200515,wiki.octave.org,1,4,1802.0,4.0,0.0
94,20200516,(direct),5,13,2488.0,1.8571428571428572,28.57142857142857
95,20200516,github.com,1,2,99.0,2.0,0.0
96,20200516,google,9,13,1151.0,1.0833333333333333,91.66666666666666
97,20200516,spack.readthedocs.io,5,26,4759.0,2.6,30.0
98,20200517,(direct),5,7,0.0,1.1666666666666667,83.33333333333334
99,20200517,github.com,1,1,0.0,1.0,100.0
100,20200517,google,11,12,135.0,1.0909090909090908,90.9090909090909
101,20200517,spack.readthedocs.io,6,9,14.0,1.2857142857142858,71.42857142857143
102,20200517,wiki.octave.org,2,11,2336.0,3.6666666666666665,0.0
103,20200518,(direct),7,39,9258.0,2.7857142857142856,42.857142857142854
104,20200518,dna-ltd.co.jp,1,2,0.0,1.0,100.0
105,20200518,github.com,2,2,0.0,1.0,100.0
106,20200518,google,28,49,5247.0,1.4411764705882353,79.41176470588235
107,20200518,spack.io,1,10,844.0,5.0,50.0
108,20200518,spack.readthedocs.io,6,20,445.0,2.857142857142857,14.285714285714285
109,20200518,wiki.octave.org,1,1,0.0,1.0,100.0
110,20200518,wiki.uvm.edu,1,2,729.0,2.0,0.0
111,20200519,(direct),9,48,6103.0,3.2,40.0
112,20200519,google,27,55,4006.0,1.71875,71.875
113,20200519,spack.readthedocs.io,12,38,3316.0,2.533333333333333,26.666666666666668
114,20200519,wiki.uvm.edu,1,1,0.0,1.0,100.0
115,20200519,xcp-confluence.lanl.gov,1,1,0.0,1.0,100.0
116,20200520,(direct),12,26,1342.0,1.625,68.75
117,20200520,github.com,1,1,0.0,1.0,100.0
118,20200520,google,22,51,7141.0,1.5454545454545454,69.6969696969697
119,20200520,spack.readthedocs.io,8,31,1674.0,3.1,30.0
120,20200520,t.co,1,1,0.0,1.0,100.0
121,20200520,xcp-confluence.lanl.gov,2,3,9.0,1.5,50.0
122,20200521,(direct),7,14,377.0,1.5555555555555556,55.55555555555556
123,20200521,bing,2,8,263.0,2.6666666666666665,33.33333333333333
124,20200521,github.com,2,3,0.0,1.0,100.0
125,20200521,google,24,42,2060.0,1.4,76.66666666666667
126,20200521,hpc.llnl.gov,1,1,0.0,1.0,100.0
127,20200521,spack.readthedocs.io,14,62,3921.0,3.6470588235294117,23.52941176470588
128,20200522,(direct),6,11,1604.0,1.8333333333333333,33.33333333333333
129,20200522,cn.bing.com,1,1,0.0,1.0,100.0
130,20200522,google,28,57,9157.0,1.5405405405405406,67.56756756756756
131,20200522,hpc.llnl.gov,1,3,0.0,1.0,100.0
132,20200522,mail.google.com,1,1,0.0,1.0,100.0
133,20200522,mail.sandia.gov,1,1,0.0,1.0,100.0
134,20200522,spack.readthedocs.io,11,24,203.0,1.8461538461538463,38.46153846153847
135,20200522,wiki.octave.org,1,2,21.0,2.0,0.0
136,20200522,wiki.seas.harvard.edu,1,1,0.0,1.0,100.0
137,20200523,(direct),3,7,17.0,2.3333333333333335,33.33333333333333
138,20200523,google,9,11,468.0,1.2222222222222223,77.77777777777779
139,20200523,spack.io,1,2,28.0,2.0,0.0
140,20200523,spack.readthedocs.io,3,10,325.0,3.3333333333333335,0.0
141,20200524,(direct),9,24,2429.0,2.1818181818181817,54.54545454545454
142,20200524,bing,1,3,140.0,3.0,0.0
143,20200524,google,7,15,2332.0,2.142857142857143,42.857142857142854
144,20200524,mail.google.com,1,1,0.0,1.0,100.0
145,20200524,wiki.octave.org,1,1,0.0,1.0,100.0
146,20200525,(direct),12,25,516.0,1.6666666666666667,66.66666666666666
147,20200525,baidu,1,1,0.0,1.0,100.0
148,20200525,google,11,21,1546.0,1.5,78.57142857142857
149,20200525,spack.readthedocs.io,5,16,187.0,2.2857142857142856,57.14285714285714
150,20200526,(direct),15,37,5056.0,1.9473684210526316,63.1578947368421
151,20200526,baidu,1,1,0.0,1.0,100.0
152,20200526,bing,1,4,64.0,4.0,0.0
153,20200526,google,23,34,2657.0,1.2592592592592593,81.48148148148148
154,20200526,hpc.llnl.gov,1,2,0.0,2.0,0.0
155,20200526,mail.google.com,3,3,0.0,1.0,100.0
156,20200526,spack.io,1,2,26.0,2.0,0.0
157,20200526,spack.readthedocs.io,11,42,3257.0,2.4705882352941178,47.05882352941176
158,20200526,xcp-confluence.lanl.gov,1,1,0.0,1.0,100.0
159,20200527,(direct),10,17,62.0,1.5454545454545454,72.72727272727273
160,20200527,github.com,4,7,473.0,1.75,50.0
161,20200527,google,32,79,10613.0,1.880952380952381,64.28571428571429
162,20200527,hpc.llnl.gov,1,1,0.0,1.0,100.0
163,20200527,mail.google.com,2,3,0.0,1.0,100.0
164,20200527,spack.readthedocs.io,17,40,2845.0,2.0,35.0
165,20200527,wiki.octave.org,1,5,287.0,5.0,0.0
166,20200527,xcp-confluence.lanl.gov,1,3,486.0,1.5,50.0
167,20200528,(direct),8,17,878.0,1.5454545454545454,63.63636363636363
168,20200528,github.com,1,1,0.0,1.0,100.0
169,20200528,google,35,85,7019.0,1.9767441860465116,62.7906976744186
170,20200528,spack.io,4,12,1188.0,3.0,25.0
171,20200528,spack.readthedocs.io,16,82,7850.0,2.6451612903225805,29.03225806451613
172,20200529,(direct),8,12,42.0,1.3333333333333333,77.77777777777779
173,20200529,github.com,1,2,6.0,2.0,0.0
174,20200529,google,26,82,3932.0,2.6451612903225805,77.41935483870968
175,20200529,spack.readthedocs.io,9,36,7323.0,2.1176470588235294,58.82352941176471
176,20200529,wiki.octave.org,1,3,13.0,1.5,50.0
177,20200529,xcp-confluence.lanl.gov,1,2,4.0,2.0,0.0
178,20200530,github.com,2,12,1966.0,3.0,50.0
179,20200530,google,8,15,1118.0,1.5,70.0
180,20200530,spack.io,1,6,1281.0,6.0,0.0
181,20200530,spack.readthedocs.io,2,7,125.0,3.5,50.0
182,20200531,(direct),2,20,2871.0,6.666666666666667,33.33333333333333
183,20200531,baidu.com,1,1,0.0,1.0,100.0
184,20200531,bing,1,7,183.0,3.5,50.0
185,20200531,github.com,2,4,25.0,1.3333333333333333,66.66666666666666
186,20200531,google,7,16,4298.0,1.6,40.0
187,20200531,hpc.llnl.gov,1,1,0.0,1.0,100.0
188,20200531,hub.docker.com,1,1,0.0,1.0,100.0
189,20200531,lbann.readthedocs.io,1,1,0.0,1.0,100.0
190,20200531,re-ra.xyz,1,1,0.0,1.0,100.0
191,20200531,spack.io,1,1,0.0,1.0,100.0
192,20200531,spack.readthedocs.io,6,19,115.0,1.9,40.0
