,ga:date,ga:pagePath,ga:users,ga:pageViews,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20211201,/en/4.3.x/Installation.html,1,1,187.0,1.0,0.0
1,20211201,/en/4.3.x/Introduction.html,1,1,0.0,0.0,0.0
2,20211201,/en/latest/,15,18,1675.0,1.2857142857142858,42.857142857142854
3,20211201,/en/latest/api/easybuild.toolchains.fosscuda.html,1,1,0.0,0.0,0.0
4,20211201,/en/latest/api/easybuild.toolchains.intel.html,1,1,0.0,0.0,0.0
5,20211201,/en/latest/api/easybuild.toolchains.iomkl.html,1,1,13.0,1.0,0.0
6,20211201,/en/latest/api/easybuild.toolchains.iompi.html,1,1,0.0,0.0,0.0
7,20211201,/en/latest/api/easybuild.tools.filetools.html,1,1,0.0,0.0,0.0
8,20211201,/en/latest/api/easybuild.tools.parallelbuild.html,1,1,0.0,0.0,0.0
9,20211201,/en/latest/api/easybuild.tools.toolchain.toolchain.html?highlight=toolchain,1,1,0.0,0.0,0.0
10,20211201,/en/latest/Common-toolchains.html,10,12,1028.0,2.4,60.0
11,20211201,/en/latest/Concepts_and_Terminology.html,4,4,0.0,0.0,0.0
12,20211201,/en/latest/Configuration.html,9,10,65.0,1.4285714285714286,85.71428571428571
13,20211201,/en/latest/Containers.html,8,10,2179.0,1.25,37.5
14,20211201,/en/latest/Controlling_compiler_optimization_flags.html,7,9,0.0,3.0,100.0
15,20211201,/en/latest/Deprecated-functionality.html,1,1,0.0,1.0,100.0
16,20211201,/en/latest/Detecting_loaded_modules.html,2,3,89.0,1.0,66.66666666666666
17,20211201,/en/latest/EasyBuild4-overview-of-changes.html,1,1,12.0,1.0,0.0
18,20211201,/en/latest/Easystack-files.html,6,9,3391.0,4.5,50.0
19,20211201,/en/latest/eb_list_easyblocks.html,1,1,0.0,0.0,0.0
20,20211201,/en/latest/eb_list_easyblocks.html?highlight=EasyBlocks,1,1,0.0,0.0,0.0
21,20211201,/en/latest/eb_list_toolchains.html,3,5,0.0,0.0,0.0
22,20211201,/en/latest/Experimental_features.html,1,1,0.0,0.0,0.0
23,20211201,/en/latest/Extended_dry_run.html,1,1,0.0,0.0,0.0
24,20211201,/en/latest/Implementing-easyblocks.html,1,1,316.0,1.0,0.0
25,20211201,/en/latest/index.html,2,2,0.0,2.0,100.0
26,20211201,/en/latest/Installation_Alternative.html,2,2,0.0,2.0,100.0
27,20211201,/en/latest/Installation.html,14,22,7231.0,1.8333333333333333,50.0
28,20211201,/en/latest/Installing_extensions_in_parallel.html,1,2,0.0,0.0,0.0
29,20211201,/en/latest/Installing-environment-modules-without-root-permissions.html,3,3,0.0,3.0,100.0
