,ga:date,ga:countryIsoCode,ga:city,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20180901,BE,Ghent,1,2,1,4.0,2.0,0.0
1,20180901,CA,Pointe-Claire,1,3,1,12.0,3.0,0.0
2,20180901,CN,Beijing,1,4,1,675.0,4.0,0.0
3,20180901,CN,Shanghai,1,2,2,0.0,1.0,100.0
4,20180901,DE,Berlin,1,1,1,0.0,1.0,100.0
5,20180901,ES,Barcelona,1,1,1,0.0,1.0,100.0
6,20180901,ES,Mislata,1,1,1,0.0,1.0,100.0
7,20180901,FI,Espoo,1,1,1,0.0,1.0,100.0
8,20180901,FR,La Baule-Escoublac,1,1,1,0.0,1.0,100.0
9,20180901,IN,Hyderabad,1,1,1,0.0,1.0,100.0
10,20180901,IR,(not set),1,1,1,0.0,1.0,100.0
11,20180901,NL,De Koog,1,1,1,0.0,1.0,100.0
12,20180901,NL,Ruinerwold,1,1,1,0.0,1.0,100.0
13,20180901,PK,Karachi,1,2,1,422.0,2.0,0.0
14,20180901,RU,Bryansk,1,1,1,0.0,1.0,100.0
15,20180901,SG,Singapore,1,1,1,0.0,1.0,100.0
16,20180901,SI,(not set),1,18,3,1387.0,6.0,66.66666666666666
17,20180901,US,Austin,1,2,1,2.0,2.0,0.0
18,20180901,US,Boston,1,1,1,0.0,1.0,100.0
19,20180901,US,Coffeyville,1,1,1,0.0,1.0,100.0
20,20180901,US,College,1,2,1,6.0,2.0,0.0
21,20180902,CH,Zurich,1,8,1,465.0,8.0,0.0
22,20180902,FR,Paris,1,1,1,0.0,1.0,100.0
23,20180902,IN,Bengaluru,1,1,1,0.0,1.0,100.0
24,20180902,IR,Urmia,1,1,1,0.0,1.0,100.0
25,20180902,MA,Casablanca,1,1,1,0.0,1.0,100.0
26,20180902,RU,Saint Petersburg,1,3,1,41.0,3.0,0.0
27,20180902,SE,Lund,2,3,3,0.0,1.0,100.0
28,20180902,US,Henderson,1,1,1,0.0,1.0,100.0
29,20180902,US,Jacksonville,1,1,1,0.0,1.0,100.0
30,20180902,US,New York,1,1,1,0.0,1.0,100.0
31,20180902,US,South San Francisco,1,1,1,0.0,1.0,100.0
32,20180903,AU,Adelaide,1,2,2,0.0,1.0,100.0
33,20180903,AU,Brisbane,3,3,3,0.0,1.0,100.0
34,20180903,AU,Melbourne,1,3,1,0.0,3.0,0.0
35,20180903,BR,Arroio dos Ratos,1,1,1,0.0,1.0,100.0
36,20180903,BR,Brasilia,1,1,1,0.0,1.0,100.0
37,20180903,BR,Recife,1,2,1,31.0,2.0,0.0
38,20180903,CA,Chicoutimi,1,1,1,0.0,1.0,100.0
39,20180903,CH,(not set),1,1,1,0.0,1.0,100.0
40,20180903,CH,Basel,1,4,1,4.0,4.0,0.0
41,20180903,CH,Lugano,1,3,3,0.0,1.0,100.0
42,20180903,CH,Rorschach,1,3,1,98.0,3.0,0.0
43,20180903,CL,Santiago,1,2,1,54.0,2.0,0.0
44,20180903,CU,(not set),1,6,3,134.0,2.0,66.66666666666666
45,20180903,DE,Berlin,1,1,1,0.0,1.0,100.0
46,20180903,DE,Bremen,1,2,1,11.0,2.0,0.0
47,20180903,DE,Cologne,1,1,1,0.0,1.0,100.0
48,20180903,DE,Hamburg,1,1,1,0.0,1.0,100.0
49,20180903,DE,Mainz,1,1,1,0.0,1.0,100.0
50,20180903,DE,Oldenburg,1,2,1,474.0,2.0,0.0
51,20180903,DK,Lyngby,2,6,3,151.0,2.0,66.66666666666666
52,20180903,ES,Malaga,1,1,1,0.0,1.0,100.0
53,20180903,FI,Helsinki,1,1,1,0.0,1.0,100.0
54,20180903,FR,Angers,1,1,1,0.0,1.0,100.0
55,20180903,FR,Paris,2,2,2,0.0,1.0,100.0
56,20180903,FR,Thiers,1,2,1,34.0,2.0,0.0
57,20180903,GB,Birmingham,2,8,2,1520.0,4.0,0.0
58,20180903,GB,London,1,1,1,0.0,1.0,100.0
59,20180903,GB,Norwich,1,8,1,723.0,8.0,0.0
60,20180903,GB,Oxford,1,3,1,35.0,3.0,0.0
61,20180903,GB,Tilbury,1,13,3,4084.0,4.333333333333333,0.0
