,ga:date,ga:countryIsoCode,ga:city,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20170901,CN,Shenzhen,1,1,1,0.0,1.0,100.0
1,20170901,DE,Erlangen,1,1,1,0.0,1.0,100.0
2,20170901,GB,London,1,2,2,0.0,1.0,100.0
3,20170901,IN,Bengaluru,1,1,1,0.0,1.0,100.0
4,20170901,TN,Tunis,1,3,2,850.0,1.5,50.0
5,20170901,US,Arvada,1,1,1,0.0,1.0,100.0
6,20170901,US,Asheville,1,1,1,0.0,1.0,100.0
7,20170901,US,Darien,1,1,1,0.0,1.0,100.0
8,20170901,US,Dearborn,1,1,1,0.0,1.0,100.0
9,20170901,US,Timonium,1,1,1,0.0,1.0,100.0
10,20170901,VN,Ho Chi Minh City,1,1,1,0.0,1.0,100.0
11,20170902,IN,Pune,2,3,2,0.0,1.5,50.0
12,20170902,UA,Kyiv,1,1,1,0.0,1.0,100.0
13,20170902,US,Norcross,2,2,2,0.0,1.0,100.0
14,20170902,US,Sammamish,1,2,2,0.0,1.0,100.0
15,20170903,TH,(not set),1,1,1,0.0,1.0,100.0
16,20170903,TN,Tunis,1,1,1,0.0,1.0,100.0
17,20170903,TZ,Dar es Salaam,1,1,1,0.0,1.0,100.0
18,20170904,AU,Sydney,2,2,2,0.0,1.0,100.0
19,20170904,CL,Santiago,1,1,1,0.0,1.0,100.0
20,20170904,DE,Erlangen,2,2,2,0.0,1.0,100.0
21,20170904,ES,Barcelona,1,1,1,0.0,1.0,100.0
22,20170904,GB,London,1,1,1,0.0,1.0,100.0
23,20170904,TR,Istanbul,1,1,1,0.0,1.0,100.0
24,20170904,US,Highlands Ranch,1,1,1,0.0,1.0,100.0
25,20170904,US,New York,1,1,1,0.0,1.0,100.0
26,20170905,BR,Aracaju,1,1,1,0.0,1.0,100.0
27,20170905,CA,Ottawa,1,1,1,0.0,1.0,100.0
28,20170905,FR,Paris,1,2,2,0.0,1.0,100.0
29,20170905,FR,Toulouse,1,1,1,0.0,1.0,100.0
30,20170905,IE,Dublin,1,1,1,0.0,1.0,100.0
31,20170905,RU,Orsk,1,3,1,748.0,3.0,0.0
32,20170905,US,Asheville,1,1,1,0.0,1.0,100.0
