,ga:date,ga:countryIsoCode,ga:city,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20170617,DE,Dortmund,1,1,1,0.0,1.0,100.0
1,20170617,PL,Warsaw,1,1,1,0.0,1.0,100.0
2,20170617,US,Boston,1,1,1,0.0,1.0,100.0
3,20170617,US,Livermore,1,2,1,28.0,2.0,0.0
4,20170617,US,Newark,1,1,1,0.0,1.0,100.0
5,20170617,US,Santa Monica,1,1,1,0.0,1.0,100.0
6,20170618,AU,Sydney,1,1,1,0.0,1.0,100.0
7,20170618,BG,Sofia,1,3,1,245.0,3.0,0.0
8,20170618,CA,Carleton-sur-mer,1,1,1,0.0,1.0,100.0
9,20170618,CN,Beijing,3,7,3,157.0,2.3333333333333335,33.33333333333333
10,20170618,DE,Lehrte,1,1,1,0.0,1.0,100.0
11,20170618,FR,Paris,1,1,1,0.0,1.0,100.0
12,20170618,GB,London,1,1,1,0.0,1.0,100.0
13,20170618,HU,Budapest,1,1,1,0.0,1.0,100.0
14,20170618,HU,Szeged,1,2,1,72.0,2.0,0.0
15,20170618,IL,Tel Aviv-Yafo,1,1,1,0.0,1.0,100.0
16,20170618,IT,Rome,1,1,1,0.0,1.0,100.0
17,20170618,JP,Kawasaki,1,1,1,0.0,1.0,100.0
18,20170618,JP,Minato City,2,2,2,0.0,1.0,100.0
19,20170618,JP,Osaka,1,1,1,0.0,1.0,100.0
20,20170618,JP,Sapporo,1,1,1,0.0,1.0,100.0
21,20170618,JP,Sendai,1,1,1,0.0,1.0,100.0
22,20170618,JP,Setagaya City,1,1,1,0.0,1.0,100.0
23,20170618,JP,Shibuya City,2,2,2,0.0,1.0,100.0
24,20170618,JP,Shinjuku City,2,4,2,146.0,2.0,50.0
25,20170618,PL,Warsaw,1,1,1,0.0,1.0,100.0
26,20170618,RU,Moscow,1,1,1,0.0,1.0,100.0
27,20170618,TR,Istanbul,1,1,1,0.0,1.0,100.0
28,20170618,US,Bloomington,1,1,1,0.0,1.0,100.0
29,20170618,US,Boston,1,1,1,0.0,1.0,100.0
30,20170618,US,Downers Grove,1,1,1,0.0,1.0,100.0
31,20170618,US,Gallatin,1,1,1,0.0,1.0,100.0
32,20170618,US,Mayville,1,2,1,667.0,2.0,0.0
33,20170619,AU,Melbourne,1,1,1,0.0,1.0,100.0
34,20170619,CA,Chicoutimi,1,1,1,0.0,1.0,100.0
35,20170619,CA,Toronto,1,1,1,0.0,1.0,100.0
36,20170619,CH,Lugano,1,1,1,0.0,1.0,100.0
37,20170619,CH,Zurich,1,2,2,0.0,1.0,100.0
38,20170619,DE,(not set),1,1,1,0.0,1.0,100.0
39,20170619,DE,Dresden,4,5,4,51.0,1.25,75.0
40,20170619,JP,Shibuya City,1,3,1,1616.0,3.0,0.0
41,20170619,KE,Nairobi,1,1,1,0.0,1.0,100.0
42,20170619,MX,Colima,1,1,1,0.0,1.0,100.0
43,20170619,NL,Groningen,1,1,1,0.0,1.0,100.0
44,20170619,SK,Kosice,1,2,1,7.0,2.0,0.0
45,20170619,US,Atlanta,1,1,1,0.0,1.0,100.0
46,20170619,US,Berkeley,1,1,1,0.0,1.0,100.0
47,20170619,US,Chicago,3,4,4,0.0,1.0,100.0
48,20170619,US,Downers Grove,1,1,1,0.0,1.0,100.0
49,20170619,US,Durham,1,1,1,0.0,1.0,100.0
50,20170619,US,Hillsboro,1,1,1,0.0,1.0,100.0
51,20170619,US,La Canada Flintridge,1,1,1,0.0,1.0,100.0
52,20170619,US,Livermore,3,6,5,1184.0,1.2,80.0
53,20170619,US,Maple Valley,1,1,1,0.0,1.0,100.0
54,20170619,US,Princeton,1,1,1,0.0,1.0,100.0
55,20170619,US,San Francisco,1,1,1,0.0,1.0,100.0
56,20170619,US,Waukegan,1,2,1,165.0,2.0,0.0
57,20170619,VN,(not set),1,2,2,0.0,1.0,100.0
58,20170620,CA,Toronto,1,1,1,0.0,1.0,100.0
59,20170620,CH,Zurich,1,1,1,0.0,1.0,100.0
60,20170620,DE,Frankfurt,1,2,1,1013.0,2.0,0.0
61,20170620,GB,Birkenhead,1,1,1,0.0,1.0,100.0
62,20170620,GB,Cambridge,1,1,1,0.0,1.0,100.0
63,20170620,IT,Pistoia,1,1,1,0.0,1.0,100.0
64,20170620,JP,Shibuya City,1,3,1,618.0,3.0,0.0
65,20170620,JP,Tsukuba,1,1,1,0.0,1.0,100.0
66,20170620,MX,Colima,1,2,1,198.0,2.0,0.0
67,20170620,NL,Swifterbant,1,1,1,0.0,1.0,100.0
68,20170620,PL,Warsaw,1,1,1,0.0,1.0,100.0
69,20170620,SG,(not set),1,1,1,0.0,1.0,100.0
