,ga:date,ga:pagePath,ga:users,ga:pageViews,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20201101,/en/latest/,12,15,146.0,1.1538461538461537,53.84615384615385
1,20201101,/en/latest/search.html?q=group+permissions&check_keywords=yes&area=default,1,1,70.0,1.0,0.0
2,20201101,/en/latest/search.html?q=linker+flag&check_keywords=yes&area=default,1,1,0.0,1.0,100.0
3,20201101,/en/latest/search.html?q=module+permissions&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
4,20201101,/en/latest/search.html?q=windows&check_keywords=yes&area=default,1,1,12.0,1.0,0.0
5,20201101,/en/latest/tutorial_advanced_packaging.html,1,2,0.0,0.0,0.0
6,20201101,/en/latest/tutorial_basics.html,12,14,102.0,1.5555555555555556,88.88888888888889
7,20201101,/en/latest/tutorial_buildsystems.html,1,1,0.0,0.0,0.0
8,20201101,/en/latest/tutorial_buildsystems.html?highlight=windows,1,1,0.0,0.0,0.0
9,20201101,/en/latest/tutorial_configuration.html,5,6,311.0,1.5,50.0
10,20201101,/en/latest/tutorial_configuration.html?highlight=group permissions,1,1,0.0,0.0,0.0
11,20201101,/en/latest/tutorial_environments.html,1,1,0.0,1.0,100.0
12,20201101,/en/latest/tutorial_modules.html,8,13,2207.0,2.1666666666666665,33.33333333333333
13,20201101,/en/latest/tutorial_packaging.html,3,4,152.0,1.3333333333333333,33.33333333333333
14,20201101,/en/latest/tutorial_spack_scripting.html,1,1,0.0,0.0,0.0
15,20201101,/en/latest/tutorial_stacks.html,1,1,0.0,0.0,0.0
16,20201102,/en/latest/,19,22,1325.0,1.1578947368421053,21.052631578947366
17,20201102,/en/latest/index.html,3,3,0.0,3.0,100.0
18,20201102,/en/latest/search.html?q=modules.yaml&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
19,20201102,/en/latest/tutorial_advanced_packaging.html,4,4,14.0,2.0,50.0
20,20201102,/en/latest/tutorial_advanced_packaging.html?highlight=setup_env,1,1,0.0,0.0,0.0
21,20201102,/en/latest/tutorial_basics.html,18,20,1359.0,2.2222222222222223,88.88888888888889
22,20201102,/en/latest/tutorial_buildsystems.html,3,3,0.0,3.0,100.0
23,20201102,/en/latest/tutorial_configuration.html,13,15,202.0,1.6666666666666667,55.55555555555556
24,20201102,/en/latest/tutorial_developer_workflows.html,1,1,0.0,0.0,0.0
25,20201102,/en/latest/tutorial_environments.html,4,5,0.0,5.0,100.0
26,20201102,/en/latest/tutorial_modules.html,11,16,2655.0,1.7777777777777777,66.66666666666666
27,20201102,/en/latest/tutorial_modules.html?highlight=modules.yaml,1,1,0.0,0.0,0.0
28,20201102,/en/latest/tutorial_packaging.html,4,6,699.0,1.5,75.0
29,20201102,/en/latest/tutorial_stacks.html,3,3,0.0,0.0,0.0
30,20201102,/en/sc16/tutorial_sc16_modules.html,1,1,0.0,0.0,0.0
31,20201102,/en/sc16/tutorial_sc16_packaging.html,2,2,0.0,0.0,0.0
32,20201102,/en/sc16/tutorial_sc16_spack_basics.html,1,1,489.0,1.0,0.0
33,20201103,/en/default-pygments-style/,1,1,0.0,0.0,0.0
34,20201103,/en/latest/,19,27,10472.0,1.173913043478261,8.695652173913043
35,20201103,/en/latest/index.html,4,4,78.0,4.0,0.0
36,20201103,/en/latest/search.html?q=--config-scope&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
37,20201103,/en/latest/search.html?q=--config-space&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
38,20201103,"/en/latest/search.html?q=""--config-scope""&check_keywords=yes&area=default",1,1,0.0,0.0,0.0
39,20201103,/en/latest/search.html?q=build+cache&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
40,20201103,/en/latest/search.html?q=buildcache&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
41,20201103,/en/latest/search.html?q=cache&check_keywords=yes&area=default,1,2,0.0,0.0,0.0
42,20201103,/en/latest/search.html?q=intel_license_file&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
43,20201103,/en/latest/search.html?q=linker+flag&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
44,20201103,/en/latest/tutorial_advanced_packaging.html,8,8,287.0,2.0,75.0
45,20201103,/en/latest/tutorial_advanced_packaging.html?highlight=setup_env,1,1,0.0,0.0,0.0
46,20201103,/en/latest/tutorial_basics.html,20,35,4530.0,2.6923076923076925,69.23076923076923
47,20201103,/en/latest/tutorial_basics.html?highlight=cache,1,1,0.0,0.0,0.0
48,20201103,/en/latest/tutorial_buildsystems.html,7,9,908.0,3.0,66.66666666666666
49,20201103,/en/latest/tutorial_buildsystems.html?highlight=targets,1,1,52.0,1.0,0.0
50,20201103,/en/latest/tutorial_configuration.html,12,16,1347.0,2.0,62.5
51,20201103,"/en/latest/tutorial_configuration.html?highlight=""--config-scope""",1,1,0.0,0.0,0.0
52,20201103,/en/latest/tutorial_configuration.html?highlight=intel_license_file,1,1,0.0,0.0,0.0
53,20201103,/en/latest/tutorial_developer_workflows.html,4,4,0.0,4.0,100.0
