,ga:date,ga:pagePath,ga:users,ga:pageViews,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20200201,/en/latest/,5,8,553.0,1.1428571428571428,42.857142857142854
1,20200201,/en/latest/tutorial_basics.html,6,6,1209.0,2.0,33.33333333333333
2,20200201,/en/latest/tutorial_configuration.html,9,9,32.0,2.25,75.0
3,20200201,/en/latest/tutorial_developer_workflows.html,1,1,0.0,0.0,0.0
4,20200201,/en/latest/tutorial_environments.html,1,1,0.0,0.0,0.0
5,20200201,/en/latest/tutorial_modules.html,6,7,0.0,3.5,100.0
6,20200201,/en/latest/tutorial_packaging.html,2,2,193.0,2.0,0.0
7,20200201,/en/latest/tutorial_stacks.html,1,1,0.0,0.0,0.0
8,20200202,/en/latest/,8,12,2921.0,1.2,10.0
9,20200202,/en/latest/index.html,3,3,0.0,3.0,100.0
10,20200202,/en/latest/tutorial_basics.html,7,11,0.0,5.5,100.0
11,20200202,/en/latest/tutorial_configuration.html,7,7,5.0,1.75,75.0
12,20200202,/en/latest/tutorial_developer_workflows.html,1,2,0.0,2.0,100.0
13,20200202,/en/latest/tutorial_environments.html,5,6,1524.0,2.0,66.66666666666666
14,20200202,/en/latest/tutorial_modules.html,7,9,312.0,3.0,33.33333333333333
15,20200202,/en/latest/tutorial_packaging.html,3,3,1460.0,3.0,0.0
16,20200202,/en/latest/tutorial_spack_scripting.html,1,1,0.0,0.0,0.0
17,20200202,/en/latest/tutorial_stacks.html,1,1,0.0,0.0,0.0
18,20200203,/en/latest/,19,21,3396.0,1.105263157894737,26.31578947368421
19,20200203,/en/latest/index.html,1,1,0.0,0.0,0.0
20,20200203,/en/latest/tutorial_basics.html,16,24,2566.0,2.4,80.0
21,20200203,/en/latest/tutorial_configuration.html,7,8,37.0,1.6,60.0
22,20200203,/en/latest/tutorial_environments.html,1,1,0.0,0.0,0.0
23,20200203,/en/latest/tutorial_modules.html,6,9,0.0,2.25,100.0
24,20200203,/en/latest/tutorial_packaging.html,3,3,0.0,3.0,100.0
25,20200203,/en/latest/tutorial_stacks.html,1,1,0.0,0.0,0.0
26,20200204,/en/latest/,18,24,1997.0,1.0909090909090908,31.818181818181817
27,20200204,/en/latest/index.html,1,1,0.0,1.0,100.0
28,20200204,/en/latest/search.html?q=cppflags&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
29,20200204,/en/latest/search.html?q=fcflags&check_keywords=yes&area=default,1,1,0.0,0.0,0.0
30,20200204,/en/latest/search.html?q=update&check_keywords=yes&area=default,1,2,0.0,0.0,0.0
31,20200204,/en/latest/tutorial_basics.html,15,20,215.0,1.6666666666666667,91.66666666666666
32,20200204,/en/latest/tutorial_configuration.html,8,15,2.0,5.0,66.66666666666666
33,20200204,/en/latest/tutorial_environments.html,4,4,0.0,2.0,100.0
34,20200204,/en/latest/tutorial_modules.html,4,4,0.0,1.0,100.0
35,20200204,/en/latest/tutorial_packaging.html,5,6,1058.0,3.0,0.0
