,ga:date,ga:countryIsoCode,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20170901,CN,1,1,1,0.0,1.0,100.0
1,20170901,DE,1,1,1,0.0,1.0,100.0
2,20170901,GB,1,2,2,0.0,1.0,100.0
3,20170901,IN,1,1,1,0.0,1.0,100.0
4,20170901,TN,1,3,2,850.0,1.5,50.0
5,20170901,US,5,5,5,0.0,1.0,100.0
6,20170901,VN,1,1,1,0.0,1.0,100.0
7,20170902,IN,2,3,2,0.0,1.5,50.0
8,20170902,UA,1,1,1,0.0,1.0,100.0
9,20170902,US,3,4,4,0.0,1.0,100.0
10,20170903,TH,1,1,1,0.0,1.0,100.0
11,20170903,TN,1,1,1,0.0,1.0,100.0
12,20170903,TZ,1,1,1,0.0,1.0,100.0
13,20170904,AU,2,2,2,0.0,1.0,100.0
14,20170904,CL,1,1,1,0.0,1.0,100.0
15,20170904,DE,2,2,2,0.0,1.0,100.0
16,20170904,ES,1,1,1,0.0,1.0,100.0
17,20170904,GB,1,1,1,0.0,1.0,100.0
18,20170904,TR,1,1,1,0.0,1.0,100.0
19,20170904,US,2,2,2,0.0,1.0,100.0
20,20170905,BR,1,1,1,0.0,1.0,100.0
21,20170905,CA,1,1,1,0.0,1.0,100.0
22,20170905,FR,2,3,3,0.0,1.0,100.0
23,20170905,IE,1,1,1,0.0,1.0,100.0
24,20170905,RU,1,3,1,748.0,3.0,0.0
25,20170905,US,2,2,2,0.0,1.0,100.0
26,20170906,BR,1,1,1,0.0,1.0,100.0
27,20170906,CN,1,1,1,0.0,1.0,100.0
28,20170906,FR,1,1,1,0.0,1.0,100.0
29,20170906,IE,1,1,1,0.0,1.0,100.0
30,20170906,JP,1,1,1,0.0,1.0,100.0
31,20170906,US,5,13,8,442.0,1.625,75.0
32,20170907,CN,1,1,1,0.0,1.0,100.0
33,20170907,ES,1,1,1,0.0,1.0,100.0
34,20170907,FR,1,2,2,0.0,1.0,100.0
35,20170907,GB,2,2,2,0.0,1.0,100.0
