,ga:date,ga:countryIsoCode,ga:city,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20180701,AU,Brisbane,3,7,4,215.0,1.75,25.0
1,20180701,AU,Perth,1,1,1,0.0,1.0,100.0
2,20180701,CN,Shanghai,1,1,1,0.0,1.0,100.0
3,20180701,DE,(not set),1,1,1,0.0,1.0,100.0
4,20180701,DE,Dachau,1,1,1,0.0,1.0,100.0
5,20180701,DE,Dresden,1,5,1,730.0,5.0,0.0
6,20180701,DE,Hamburg,1,1,1,0.0,1.0,100.0
7,20180701,DE,Heidelberg,1,6,3,32.0,2.0,33.33333333333333
8,20180701,ES,(not set),1,1,1,0.0,1.0,100.0
9,20180701,FR,Paris,1,5,2,374.0,2.5,0.0
10,20180701,GB,Cambridge,1,4,1,17.0,4.0,0.0
11,20180701,GB,Saint Ives,1,6,1,368.0,6.0,0.0
12,20180701,IE,Dublin,1,1,1,0.0,1.0,100.0
13,20180701,JP,Adachi City,1,1,1,0.0,1.0,100.0
14,20180701,JP,Chiyoda City,1,1,1,0.0,1.0,100.0
15,20180701,JP,Chuo City,1,1,1,0.0,1.0,100.0
16,20180701,JP,Toyama,1,2,1,14.0,2.0,0.0
17,20180701,SE,Tyreso,1,4,1,11.0,4.0,0.0
18,20180701,TR,Istanbul,1,1,1,0.0,1.0,100.0
19,20180701,US,Alpine,1,1,1,0.0,1.0,100.0
20,20180701,US,Hampton,1,9,2,3096.0,4.5,50.0
21,20180701,US,Indianapolis,1,21,3,3622.0,7.0,0.0
22,20180701,US,Los Alamos,1,1,1,0.0,1.0,100.0
23,20180701,US,North Versailles,1,5,1,98.0,5.0,0.0
24,20180701,US,Oak Ridge,1,1,1,0.0,1.0,100.0
25,20180701,US,Redmond,1,1,1,0.0,1.0,100.0
26,20180701,US,Sunnyvale,1,1,1,0.0,1.0,100.0
27,20180702,AR,Cordoba,1,1,1,0.0,1.0,100.0
28,20180702,AT,Vienna,1,1,1,0.0,1.0,100.0
29,20180702,AU,Brisbane,1,3,2,9.0,1.5,50.0
30,20180702,AU,Melbourne,1,2,2,0.0,1.0,100.0
31,20180702,CH,Geneva,1,3,1,434.0,3.0,0.0
32,20180702,CH,Lugano,1,1,1,0.0,1.0,100.0
33,20180702,CH,Versoix,1,14,6,1245.0,2.3333333333333335,16.666666666666664
34,20180702,CH,Winterthur,1,2,1,1520.0,2.0,0.0
35,20180702,CH,Zurich,2,5,2,703.0,2.5,50.0
36,20180702,CN,Shanghai,1,1,1,0.0,1.0,100.0
37,20180702,DE,Aachen,1,5,1,77.0,5.0,0.0
38,20180702,DE,Dachau,1,10,2,706.0,5.0,50.0
39,20180702,DE,Erlangen,1,6,1,200.0,6.0,0.0
40,20180702,DE,Hamburg,1,3,1,15.0,3.0,0.0
41,20180702,DE,Heidelberg,2,6,3,1101.0,2.0,33.33333333333333
