,ga:date,ga:countryIsoCode,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20211001,BR,3,14,6,3449.0,2.3333333333333335,33.33333333333333
1,20211001,CA,2,18,7,1249.0,2.5714285714285716,28.57142857142857
2,20211001,CH,5,17,6,2176.0,2.8333333333333335,16.666666666666664
3,20211001,CI,1,1,1,0.0,1.0,100.0
4,20211001,CN,8,23,12,200.0,1.9166666666666667,75.0
5,20211001,CZ,1,4,1,99.0,4.0,0.0
6,20211001,DE,12,32,16,4460.0,2.0,56.25
7,20211001,EG,2,2,2,0.0,1.0,100.0
8,20211001,ES,3,5,3,156.0,1.6666666666666667,33.33333333333333
9,20211001,ET,1,1,1,0.0,1.0,100.0
10,20211001,FR,16,87,26,8025.0,3.3461538461538463,46.15384615384615
11,20211001,GB,8,19,12,1074.0,1.5833333333333333,66.66666666666666
12,20211001,GE,1,1,1,0.0,1.0,100.0
13,20211001,GR,1,1,1,0.0,1.0,100.0
14,20211001,HK,1,1,1,0.0,1.0,100.0
15,20211001,ID,2,2,2,0.0,1.0,100.0
16,20211001,IL,1,1,1,0.0,1.0,100.0
17,20211001,IN,24,46,30,7107.0,1.5333333333333334,70.0
18,20211001,IR,1,1,1,0.0,1.0,100.0
19,20211001,IT,10,21,12,1065.0,1.75,58.333333333333336
20,20211001,JP,12,48,18,5936.0,2.6666666666666665,50.0
21,20211001,KR,1,1,1,0.0,1.0,100.0
22,20211001,MX,2,2,2,0.0,1.0,100.0
23,20211001,NL,3,6,3,2774.0,2.0,0.0
24,20211001,NO,1,1,1,0.0,1.0,100.0
25,20211001,PE,1,2,1,10.0,2.0,0.0
26,20211001,PH,1,1,1,0.0,1.0,100.0
27,20211001,PK,1,1,1,0.0,1.0,100.0
28,20211001,PL,2,5,3,150.0,1.6666666666666667,33.33333333333333
29,20211001,RU,2,2,2,0.0,1.0,100.0
30,20211001,SG,2,2,2,0.0,1.0,100.0
31,20211001,SK,1,1,1,0.0,1.0,100.0
32,20211001,TH,1,1,1,0.0,1.0,100.0
33,20211001,TR,1,1,1,0.0,1.0,100.0
34,20211001,TW,1,1,1,0.0,1.0,100.0
35,20211001,UA,1,1,1,0.0,1.0,100.0
36,20211001,UG,1,1,1,0.0,1.0,100.0
37,20211001,US,81,289,105,32253.0,2.7523809523809524,55.23809523809524
38,20211001,VN,1,1,1,0.0,1.0,100.0
39,20211002,AR,1,1,1,0.0,1.0,100.0
40,20211002,BG,1,1,1,0.0,1.0,100.0
