,ga:date,ga:countryIsoCode,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20220801,AR,1,1,1,0.0,1.0,100.0
1,20220801,AT,2,2,2,0.0,1.0,100.0
2,20220801,AU,3,3,3,0.0,1.0,100.0
3,20220801,BE,4,8,4,260.0,2.0,75.0
4,20220801,BR,2,2,2,0.0,1.0,100.0
5,20220801,CL,2,3,2,3.0,1.5,50.0
6,20220801,CN,1,1,1,0.0,1.0,100.0
7,20220801,CY,2,3,3,0.0,1.0,100.0
8,20220801,CZ,1,1,1,0.0,1.0,100.0
9,20220801,DE,13,40,21,2239.0,1.9047619047619047,57.14285714285714
10,20220801,EG,1,2,1,456.0,2.0,0.0
11,20220801,ES,7,17,8,5093.0,2.125,62.5
12,20220801,FR,3,5,3,1502.0,1.6666666666666667,33.33333333333333
13,20220801,GB,3,4,3,6.0,1.3333333333333333,66.66666666666666
14,20220801,IN,4,7,4,106.0,1.75,75.0
15,20220801,IT,2,2,2,0.0,1.0,100.0
16,20220801,JP,2,2,2,0.0,1.0,100.0
17,20220801,KR,2,2,2,0.0,1.0,100.0
18,20220801,LK,1,1,1,0.0,1.0,100.0
19,20220801,LU,2,4,2,8.0,2.0,50.0
20,20220801,MA,1,1,1,0.0,1.0,100.0
21,20220801,NL,8,27,12,4822.0,2.25,66.66666666666666
22,20220801,NZ,1,1,1,0.0,1.0,100.0
23,20220801,RU,2,7,2,8.0,3.5,50.0
24,20220801,SE,1,1,1,0.0,1.0,100.0
25,20220801,SG,2,2,2,0.0,1.0,100.0
26,20220801,TH,2,24,8,4419.0,3.0,25.0
27,20220801,TW,1,1,1,0.0,1.0,100.0
28,20220801,US,11,13,11,45.0,1.1818181818181819,90.9090909090909
29,20220801,ZZ,1,1,1,0.0,1.0,100.0
30,20220802,AM,1,1,1,0.0,1.0,100.0
31,20220802,AT,1,2,1,363.0,2.0,0.0
32,20220802,AU,1,1,1,0.0,1.0,100.0
33,20220802,BE,2,3,2,185.0,1.5,50.0
34,20220802,BR,1,2,1,27.0,2.0,0.0
35,20220802,CA,1,2,1,31.0,2.0,0.0
36,20220802,CH,3,5,4,641.0,1.25,75.0
37,20220802,CL,1,2,1,73.0,2.0,0.0
38,20220802,CN,6,6,6,0.0,1.0,100.0
39,20220802,CO,3,3,3,0.0,1.0,100.0
40,20220802,CZ,1,2,1,299.0,2.0,0.0
41,20220802,DE,6,7,6,74.0,1.1666666666666667,83.33333333333334
42,20220802,DK,1,7,2,324.0,3.5,0.0
43,20220802,EG,2,2,2,0.0,1.0,100.0
44,20220802,ES,7,17,9,3217.0,1.8888888888888888,55.55555555555556
45,20220802,FR,7,19,9,370.0,2.111111111111111,44.44444444444444
46,20220802,GB,9,21,12,4986.0,1.75,66.66666666666666
47,20220802,GE,1,1,1,0.0,1.0,100.0
48,20220802,IN,2,2,2,0.0,1.0,100.0
49,20220802,IT,2,2,2,0.0,1.0,100.0
50,20220802,JP,1,1,1,0.0,1.0,100.0
51,20220802,KZ,1,1,1,0.0,1.0,100.0
52,20220802,LU,1,1,1,0.0,1.0,100.0
53,20220802,MA,1,6,3,304.0,2.0,33.33333333333333
54,20220802,MO,1,7,2,706.0,3.5,0.0
55,20220802,MT,1,2,1,313.0,2.0,0.0
56,20220802,NL,7,25,11,1091.0,2.272727272727273,72.72727272727273
57,20220802,NO,4,7,4,160.0,1.75,75.0
58,20220802,NZ,1,3,2,53.0,1.5,50.0
59,20220802,PT,1,7,3,462.0,2.3333333333333335,66.66666666666666
60,20220802,RU,1,6,1,3.0,6.0,0.0
61,20220802,SG,2,3,3,0.0,1.0,100.0
62,20220802,SK,1,12,2,3088.0,6.0,0.0
63,20220802,TH,1,6,3,1060.0,2.0,66.66666666666666
64,20220802,TR,1,1,1,0.0,1.0,100.0
65,20220802,TW,1,1,1,0.0,1.0,100.0
66,20220802,US,19,38,25,3515.0,1.52,80.0
67,20220803,AE,1,1,1,0.0,1.0,100.0
68,20220803,AM,1,1,1,0.0,1.0,100.0
69,20220803,AR,1,2,1,173.0,2.0,0.0
70,20220803,AT,1,2,1,31.0,2.0,0.0
71,20220803,AU,3,6,5,1337.0,1.2,80.0
72,20220803,BE,5,17,7,1047.0,2.4285714285714284,57.14285714285714
73,20220803,CA,3,13,5,1787.0,2.6,80.0
74,20220803,CH,5,13,6,457.0,2.1666666666666665,66.66666666666666
75,20220803,CN,2,2,2,0.0,1.0,100.0
76,20220803,CO,1,1,1,0.0,1.0,100.0
77,20220803,CY,1,1,1,0.0,1.0,100.0
78,20220803,DE,8,20,10,1214.0,2.0,60.0
79,20220803,ES,11,19,12,348.0,1.5833333333333333,66.66666666666666
80,20220803,FR,1,1,1,0.0,1.0,100.0
81,20220803,GB,7,10,9,14.0,1.1111111111111112,88.88888888888889
82,20220803,GE,1,3,1,212.0,3.0,0.0
83,20220803,HK,2,11,2,1202.0,5.5,0.0
84,20220803,IE,1,1,1,0.0,1.0,100.0
85,20220803,IL,1,2,1,45.0,2.0,0.0
86,20220803,IN,8,11,9,163.0,1.2222222222222223,77.77777777777779
87,20220803,IR,2,3,3,0.0,1.0,100.0
88,20220803,IT,1,1,1,0.0,1.0,100.0
89,20220803,JP,2,2,2,0.0,1.0,100.0
90,20220803,LU,1,7,1,1113.0,7.0,0.0
91,20220803,NL,4,6,5,2.0,1.2,80.0
92,20220803,NZ,2,2,2,0.0,1.0,100.0
93,20220803,RU,1,3,1,976.0,3.0,0.0
94,20220803,SG,2,4,3,35.0,1.3333333333333333,66.66666666666666
95,20220803,SI,1,1,1,0.0,1.0,100.0
96,20220803,SK,1,1,1,0.0,1.0,100.0
97,20220803,TH,1,24,6,4056.0,4.0,50.0
98,20220803,US,23,41,25,3896.0,1.64,68.0
99,20220804,AU,1,1,1,0.0,1.0,100.0
100,20220804,CA,2,4,2,41.0,2.0,50.0
101,20220804,CH,1,1,1,0.0,1.0,100.0
102,20220804,CN,4,4,4,0.0,1.0,100.0
103,20220804,DE,7,22,12,4051.0,1.8333333333333333,58.333333333333336
104,20220804,DK,1,1,1,0.0,1.0,100.0
105,20220804,ES,6,10,6,217.0,1.6666666666666667,83.33333333333334
106,20220804,FI,1,2,1,17.0,2.0,0.0
107,20220804,FR,4,5,5,0.0,1.0,100.0
108,20220804,GB,1,1,1,0.0,1.0,100.0
109,20220804,GE,1,7,2,338.0,3.5,0.0
110,20220804,IN,2,3,3,0.0,1.0,100.0
111,20220804,JP,2,2,2,0.0,1.0,100.0
112,20220804,MA,1,5,3,583.0,1.6666666666666667,66.66666666666666
113,20220804,MY,1,1,1,0.0,1.0,100.0
114,20220804,NL,2,5,4,5.0,1.25,75.0
115,20220804,NO,3,5,3,72.0,1.6666666666666667,66.66666666666666
116,20220804,NZ,1,1,1,0.0,1.0,100.0
117,20220804,PL,1,2,1,178.0,2.0,0.0
118,20220804,RU,2,23,4,2822.0,5.75,25.0
119,20220804,SG,1,2,1,17.0,2.0,0.0
120,20220804,SK,2,8,3,773.0,2.6666666666666665,33.33333333333333
121,20220804,TH,2,6,5,97.0,1.2,80.0
122,20220804,TW,2,2,2,0.0,1.0,100.0
123,20220804,US,20,35,23,2422.0,1.5217391304347827,65.21739130434783
124,20220804,VN,1,2,2,0.0,1.0,100.0
125,20220805,AD,1,1,1,0.0,1.0,100.0
126,20220805,AM,2,2,2,0.0,1.0,100.0
127,20220805,AR,1,4,1,483.0,4.0,0.0
128,20220805,AU,1,7,3,119.0,2.3333333333333335,66.66666666666666
129,20220805,BE,1,1,1,0.0,1.0,100.0
130,20220805,BR,1,1,1,0.0,1.0,100.0
131,20220805,CA,4,5,5,0.0,1.0,100.0
132,20220805,CH,5,35,12,4752.0,2.9166666666666665,33.33333333333333
133,20220805,CL,2,19,3,455.0,6.333333333333333,33.33333333333333
134,20220805,CN,2,2,2,0.0,1.0,100.0
135,20220805,CU,1,1,1,0.0,1.0,100.0
136,20220805,CZ,3,8,4,803.0,2.0,75.0
137,20220805,DE,7,21,12,5080.0,1.75,66.66666666666666
138,20220805,DK,1,3,1,29.0,3.0,0.0
139,20220805,ES,4,6,6,0.0,1.0,100.0
140,20220805,FI,1,1,1,0.0,1.0,100.0
141,20220805,FR,2,3,2,177.0,1.5,50.0
142,20220805,GB,7,7,7,0.0,1.0,100.0
143,20220805,GE,1,3,1,35.0,3.0,0.0
144,20220805,HK,1,5,1,1811.0,5.0,0.0
145,20220805,ID,1,1,1,0.0,1.0,100.0
146,20220805,IN,2,2,2,0.0,1.0,100.0
147,20220805,IT,2,2,2,0.0,1.0,100.0
148,20220805,JP,1,1,1,0.0,1.0,100.0
149,20220805,NL,3,3,3,0.0,1.0,100.0
150,20220805,NZ,1,1,1,0.0,1.0,100.0
151,20220805,PL,1,1,1,0.0,1.0,100.0
152,20220805,PT,1,3,1,41.0,3.0,0.0
153,20220805,RO,1,1,1,0.0,1.0,100.0
154,20220805,RS,1,1,1,0.0,1.0,100.0
155,20220805,RU,2,8,2,17.0,4.0,50.0
156,20220805,SE,2,6,2,459.0,3.0,50.0
157,20220805,SG,1,2,1,157.0,2.0,0.0
158,20220805,SK,1,8,4,915.0,2.0,50.0
159,20220805,TH,1,2,1,312.0,2.0,0.0
160,20220805,TR,1,1,1,0.0,1.0,100.0
161,20220805,US,24,51,29,2316.0,1.7586206896551724,68.96551724137932
162,20220805,VN,1,1,1,0.0,1.0,100.0
163,20220806,AU,1,1,1,0.0,1.0,100.0
164,20220806,BD,1,1,1,0.0,1.0,100.0
165,20220806,BR,1,1,1,0.0,1.0,100.0
