,ga:date,ga:countryIsoCode,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20200201,AU,1,2,2,0.0,1.0,100.0
1,20200201,CA,1,1,1,0.0,1.0,100.0
2,20200201,CN,1,2,1,423.0,2.0,0.0
3,20200201,FR,1,1,1,0.0,1.0,100.0
4,20200201,IN,1,2,1,786.0,2.0,0.0
5,20200201,NO,1,6,3,92.0,2.0,66.66666666666666
6,20200201,US,7,21,8,686.0,2.625,37.5
7,20200202,AU,1,1,1,0.0,1.0,100.0
8,20200202,BR,1,2,1,11.0,2.0,0.0
9,20200202,CH,2,8,3,144.0,2.6666666666666665,0.0
10,20200202,DE,3,4,3,5.0,1.3333333333333333,66.66666666666666
11,20200202,ES,2,5,3,979.0,1.6666666666666667,66.66666666666666
12,20200202,IL,1,2,1,222.0,2.0,0.0
13,20200202,IN,1,2,1,96.0,2.0,0.0
14,20200202,JP,1,6,1,324.0,6.0,0.0
15,20200202,NO,1,8,5,1447.0,1.6,60.0
16,20200202,NZ,1,1,1,0.0,1.0,100.0
17,20200202,PL,1,6,2,1534.0,3.0,0.0
18,20200202,US,3,10,3,1460.0,3.3333333333333335,66.66666666666666
19,20200203,AU,1,2,2,0.0,1.0,100.0
20,20200203,CH,2,5,3,40.0,1.6666666666666667,66.66666666666666
21,20200203,CN,1,1,1,0.0,1.0,100.0
22,20200203,CZ,1,2,1,15.0,2.0,0.0
23,20200203,DE,2,2,2,0.0,1.0,100.0
24,20200203,EG,1,2,2,0.0,1.0,100.0
25,20200203,FR,1,2,2,0.0,1.0,100.0
26,20200203,GB,1,2,1,52.0,2.0,0.0
27,20200203,IL,1,2,1,6.0,2.0,0.0
28,20200203,IN,2,5,3,1241.0,1.6666666666666667,66.66666666666666
29,20200203,IT,1,2,2,0.0,1.0,100.0
30,20200203,JP,1,4,2,1325.0,2.0,50.0
31,20200203,NO,1,2,1,2.0,2.0,0.0
32,20200203,SG,2,6,2,184.0,3.0,0.0
33,20200203,TZ,1,2,1,1704.0,2.0,0.0
34,20200203,US,11,27,13,1430.0,2.076923076923077,38.46153846153847
35,20200204,AU,1,1,1,0.0,1.0,100.0
36,20200204,BR,2,2,2,0.0,1.0,100.0
37,20200204,CH,1,7,3,237.0,2.3333333333333335,33.33333333333333
38,20200204,DE,7,10,7,960.0,1.4285714285714286,57.14285714285714
39,20200204,FR,2,7,4,248.0,1.75,75.0
40,20200204,GB,1,2,1,2.0,2.0,0.0
41,20200204,HK,1,1,1,0.0,1.0,100.0
42,20200204,IL,1,2,1,27.0,2.0,0.0
43,20200204,IN,1,4,1,123.0,4.0,0.0
44,20200204,IT,2,3,2,2.0,1.5,50.0
45,20200204,JP,1,10,3,1171.0,3.3333333333333335,0.0
46,20200204,TZ,1,2,1,129.0,2.0,0.0
47,20200204,US,15,30,19,373.0,1.5789473684210527,73.68421052631578
48,20200205,AU,1,1,1,0.0,1.0,100.0
49,20200205,CA,1,1,1,0.0,1.0,100.0
50,20200205,DE,5,20,7,985.0,2.857142857142857,57.14285714285714
51,20200205,EG,1,1,1,0.0,1.0,100.0
52,20200205,FR,1,2,1,9.0,2.0,0.0
53,20200205,GB,1,3,1,1565.0,3.0,0.0
54,20200205,GR,1,1,1,0.0,1.0,100.0
55,20200205,IL,1,6,1,2958.0,6.0,0.0
56,20200205,IN,2,3,2,23.0,1.5,50.0
57,20200205,IT,2,10,6,657.0,1.6666666666666667,33.33333333333333
58,20200205,MX,1,1,1,0.0,1.0,100.0
59,20200205,US,27,65,31,4986.0,2.096774193548387,61.29032258064516
60,20200206,AU,2,2,2,0.0,1.0,100.0
61,20200206,CA,2,2,2,0.0,1.0,100.0
62,20200206,CH,1,1,1,0.0,1.0,100.0
63,20200206,DE,3,5,4,688.0,1.25,75.0
64,20200206,ES,2,2,2,0.0,1.0,100.0
65,20200206,FR,3,20,6,2159.0,3.3333333333333335,16.666666666666664
66,20200206,GB,5,10,5,444.0,2.0,60.0
67,20200206,IL,1,3,1,855.0,3.0,0.0
68,20200206,IT,1,1,1,0.0,1.0,100.0
69,20200206,JP,1,1,1,0.0,1.0,100.0
70,20200206,PL,3,16,3,519.0,5.333333333333333,33.33333333333333
71,20200206,US,49,307,113,57143.0,2.7168141592920354,42.47787610619469
72,20200206,VN,1,1,1,0.0,1.0,100.0
73,20200207,AU,1,1,1,0.0,1.0,100.0
74,20200207,BE,1,1,1,0.0,1.0,100.0
75,20200207,CA,1,2,1,12.0,2.0,0.0
76,20200207,CH,1,1,1,0.0,1.0,100.0
77,20200207,DE,3,19,5,863.0,3.8,20.0
78,20200207,ES,2,5,3,37.0,1.6666666666666667,33.33333333333333
79,20200207,FI,1,2,1,5.0,2.0,0.0
80,20200207,FR,2,10,5,1409.0,2.0,40.0
81,20200207,GB,1,1,1,0.0,1.0,100.0
