,ga:date,ga:countryIsoCode,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20210401,AR,1,1,1,0.0,1.0,100.0
1,20210401,AU,1,6,2,2799.0,3.0,50.0
2,20210401,CH,1,1,1,0.0,1.0,100.0
3,20210401,CN,5,11,7,1237.0,1.5714285714285714,42.857142857142854
4,20210401,DE,2,3,2,476.0,1.5,50.0
5,20210401,FR,3,8,3,118.0,2.6666666666666665,33.33333333333333
6,20210401,IT,3,13,3,696.0,4.333333333333333,33.33333333333333
7,20210401,SE,1,7,1,83.0,7.0,0.0
8,20210401,TR,1,1,1,0.0,1.0,100.0
9,20210401,US,30,66,32,3902.0,2.0625,53.125
10,20210402,ES,1,2,1,751.0,2.0,0.0
11,20210402,FR,4,4,4,0.0,1.0,100.0
12,20210402,GB,1,3,2,951.0,1.5,50.0
13,20210402,IN,1,2,1,250.0,2.0,0.0
14,20210402,JP,1,2,1,31.0,2.0,0.0
15,20210402,US,19,45,23,2200.0,1.9565217391304348,52.17391304347826
16,20210402,VN,1,2,1,97.0,2.0,0.0
17,20210403,AU,2,2,2,0.0,1.0,100.0
18,20210403,CN,2,2,2,0.0,1.0,100.0
19,20210403,EG,1,11,1,2354.0,11.0,0.0
20,20210403,FR,1,6,3,1459.0,2.0,33.33333333333333
21,20210403,HK,1,1,1,0.0,1.0,100.0
22,20210403,IN,1,2,2,0.0,1.0,100.0
23,20210403,KR,1,1,1,0.0,1.0,100.0
24,20210403,PT,1,22,5,4201.0,4.4,0.0
25,20210403,US,13,48,22,7394.0,2.1818181818181817,45.45454545454545
26,20210404,CN,2,2,2,0.0,1.0,100.0
27,20210404,CO,1,4,2,1530.0,2.0,50.0
28,20210404,FR,2,9,4,1209.0,2.25,50.0
29,20210404,GB,1,1,1,0.0,1.0,100.0
30,20210404,IL,1,1,1,0.0,1.0,100.0
31,20210404,MA,1,2,1,577.0,2.0,0.0
32,20210404,US,12,25,13,1943.0,1.9230769230769231,69.23076923076923
33,20210405,AU,1,1,1,0.0,1.0,100.0
34,20210405,CN,1,1,1,0.0,1.0,100.0
35,20210405,DE,2,11,3,963.0,3.6666666666666665,0.0
36,20210405,ES,1,3,2,10.0,1.5,50.0
37,20210405,FR,2,10,5,2297.0,2.0,60.0
38,20210405,GB,1,6,1,1006.0,6.0,0.0
39,20210405,KR,1,1,1,0.0,1.0,100.0
40,20210405,MA,1,1,1,0.0,1.0,100.0
41,20210405,MX,1,1,1,0.0,1.0,100.0
42,20210405,NZ,1,2,1,981.0,2.0,0.0
43,20210405,RO,1,2,1,4.0,2.0,0.0
44,20210405,TR,2,2,2,0.0,1.0,100.0
45,20210405,UA,1,1,1,0.0,1.0,100.0
46,20210405,US,19,64,29,6255.0,2.206896551724138,65.51724137931035
47,20210406,AE,1,1,1,0.0,1.0,100.0
48,20210406,AU,1,7,3,135.0,2.3333333333333335,33.33333333333333
49,20210406,BR,1,1,1,0.0,1.0,100.0
50,20210406,CH,1,1,1,0.0,1.0,100.0
51,20210406,CN,1,2,2,0.0,1.0,100.0
52,20210406,DE,5,20,7,641.0,2.857142857142857,57.14285714285714
53,20210406,EE,1,1,1,0.0,1.0,100.0
54,20210406,EG,1,1,1,0.0,1.0,100.0
55,20210406,FR,6,16,6,1038.0,2.6666666666666665,16.666666666666664
56,20210406,GB,2,8,4,76.0,2.0,50.0
57,20210406,HK,1,3,2,325.0,1.5,50.0
58,20210406,IN,2,2,2,0.0,1.0,100.0
59,20210406,IT,2,2,2,0.0,1.0,100.0
60,20210406,JP,1,6,2,30.0,3.0,0.0
61,20210406,MA,1,1,1,0.0,1.0,100.0
62,20210406,NZ,1,1,1,0.0,1.0,100.0
63,20210406,PK,1,1,1,0.0,1.0,100.0
64,20210406,US,35,85,49,3442.0,1.7346938775510203,65.3061224489796
65,20210407,AU,1,4,1,59.0,4.0,0.0
66,20210407,BE,1,2,1,7.0,2.0,0.0
67,20210407,BR,1,2,1,7.0,2.0,0.0
68,20210407,CA,1,1,1,0.0,1.0,100.0
69,20210407,CH,1,1,1,0.0,1.0,100.0
70,20210407,CN,2,3,2,3.0,1.5,50.0
71,20210407,CO,1,2,1,8.0,2.0,0.0
72,20210407,DE,2,5,2,46.0,2.5,50.0
73,20210407,EE,1,1,1,0.0,1.0,100.0
74,20210407,ES,1,1,1,0.0,1.0,100.0
75,20210407,FR,7,15,8,1758.0,1.875,50.0
76,20210407,GB,1,1,1,0.0,1.0,100.0
77,20210407,IE,1,1,1,0.0,1.0,100.0
78,20210407,IN,2,4,2,2641.0,2.0,50.0
79,20210407,IT,3,13,3,4369.0,4.333333333333333,33.33333333333333
80,20210407,JP,1,1,1,0.0,1.0,100.0
81,20210407,KR,4,16,6,2215.0,2.6666666666666665,16.666666666666664
82,20210407,PT,1,1,1,0.0,1.0,100.0
83,20210407,RU,1,1,1,0.0,1.0,100.0
84,20210407,SG,1,4,1,33.0,4.0,0.0
85,20210407,US,34,75,43,7163.0,1.744186046511628,60.46511627906976
86,20210408,BE,1,6,2,483.0,3.0,0.0
87,20210408,CN,1,2,2,0.0,1.0,100.0
88,20210408,DE,5,8,6,10.0,1.3333333333333333,66.66666666666666
89,20210408,FR,3,9,4,344.0,2.25,75.0
90,20210408,GB,1,1,1,0.0,1.0,100.0
91,20210408,GR,1,1,1,0.0,1.0,100.0
92,20210408,HK,2,13,6,2103.0,2.1666666666666665,33.33333333333333
