,ga:date,ga:countryIsoCode,ga:city,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20171201,AU,Adelaide,2,4,2,27.0,2.0,50.0
1,20171201,AU,Melbourne,3,5,3,20.0,1.6666666666666667,66.66666666666666
2,20171201,AU,Newcastle,1,1,1,0.0,1.0,100.0
3,20171201,BE,Ottignies-Louvain-la-Neuve,1,1,1,0.0,1.0,100.0
4,20171201,CH,Lugano,2,5,2,9.0,2.5,50.0
5,20171201,CL,Santiago,5,7,7,0.0,1.0,100.0
6,20171201,CU,(not set),1,1,1,0.0,1.0,100.0
7,20171201,CU,Havana,1,1,1,0.0,1.0,100.0
8,20171201,CZ,Ostrava,1,1,1,0.0,1.0,100.0
9,20171201,DE,Dresden,1,1,1,0.0,1.0,100.0
10,20171201,DE,Frankfurt,1,2,1,288.0,2.0,0.0
11,20171201,DE,Hanover,1,1,1,0.0,1.0,100.0
12,20171201,DE,Heidelberg,1,1,1,0.0,1.0,100.0
13,20171201,DE,Julich,1,1,1,0.0,1.0,100.0
14,20171201,DE,Munster,1,3,1,19.0,3.0,0.0
15,20171201,DE,Stuttgart,1,1,1,0.0,1.0,100.0
16,20171201,DK,(not set),1,1,1,0.0,1.0,100.0
17,20171201,DK,Odense,1,1,1,0.0,1.0,100.0
18,20171201,ES,Barcelona,2,14,4,4615.0,3.5,75.0
19,20171201,FR,Bezons,1,7,1,1760.0,7.0,0.0
20,20171201,FR,Gif-sur-Yvette,1,2,2,0.0,1.0,100.0
21,20171201,FR,Montpellier,1,2,1,17.0,2.0,0.0
22,20171201,FR,Rueil-Malmaison,1,8,2,1473.0,4.0,0.0
23,20171201,FR,Toulouse,1,8,2,407.0,4.0,50.0
24,20171201,GB,Canterbury,1,1,1,0.0,1.0,100.0
25,20171201,GB,Hatfield,1,1,1,0.0,1.0,100.0
26,20171201,GB,London,2,4,3,15.0,1.3333333333333333,66.66666666666666
27,20171201,GB,Newcastle upon Tyne,1,15,3,249.0,5.0,0.0
28,20171201,GB,Sheffield,1,3,1,1006.0,3.0,0.0
29,20171201,GB,Southampton,2,3,3,0.0,1.0,100.0
30,20171201,HK,(not set),1,1,1,0.0,1.0,100.0
31,20171201,IE,Dublin,1,2,1,6.0,2.0,0.0
32,20171201,IN,Bengaluru,1,1,1,0.0,1.0,100.0
33,20171201,IN,Gurugram,1,1,1,0.0,1.0,100.0
34,20171201,IN,Pimpri-Chinchwad,1,1,1,0.0,1.0,100.0
35,20171201,IT,Savona,1,1,1,0.0,1.0,100.0
36,20171201,MA,Marrakesh,1,1,1,0.0,1.0,100.0
37,20171201,MX,Gomez Palacio,1,1,1,0.0,1.0,100.0
38,20171201,NL,Amsterdam-Zuidoost,1,1,1,0.0,1.0,100.0
39,20171201,NL,Groningen,1,3,1,44.0,3.0,0.0
40,20171201,NO,Bergen Municipality,1,2,1,1.0,2.0,0.0
41,20171201,NO,Oslo Municipality,1,1,1,0.0,1.0,100.0
42,20171201,NO,Tromso Municipality,1,2,1,38.0,2.0,0.0
43,20171201,PK,Karachi,1,1,1,0.0,1.0,100.0
44,20171201,PL,Poznan,1,1,1,0.0,1.0,100.0
45,20171201,PT,Porto,1,1,1,0.0,1.0,100.0
46,20171201,SE,Molndal,1,1,1,0.0,1.0,100.0
47,20171201,SE,Uppsala,1,1,1,0.0,1.0,100.0
48,20171201,TW,Chiayi City,1,2,2,0.0,1.0,100.0
49,20171201,US,Athens,1,3,1,15.0,3.0,0.0
50,20171201,US,Austin,1,1,1,0.0,1.0,100.0
51,20171201,US,Boardman,1,1,1,0.0,1.0,100.0
52,20171201,US,Cambridge,1,2,2,0.0,1.0,100.0
53,20171201,US,Charlotte,1,1,1,0.0,1.0,100.0
54,20171201,US,College,1,3,2,40.0,1.5,50.0
55,20171201,US,Fargo,1,3,2,3.0,1.5,50.0
56,20171201,US,Houston,1,1,1,0.0,1.0,100.0
57,20171201,US,Moss Beach,1,2,1,6.0,2.0,0.0
58,20171201,US,Naperville,1,1,1,0.0,1.0,100.0
59,20171201,US,New York,2,2,2,0.0,1.0,100.0
60,20171201,US,Norman,1,1,1,0.0,1.0,100.0
61,20171201,US,Oak Ridge,2,4,4,0.0,1.0,100.0
62,20171201,US,Piscataway,1,6,1,74.0,6.0,0.0
63,20171201,US,San Francisco,2,3,2,948.0,1.5,50.0
64,20171201,US,San Jose,1,1,1,0.0,1.0,100.0
65,20171201,US,West Lafayette,1,1,1,0.0,1.0,100.0
66,20171202,BE,Ghent,1,1,1,0.0,1.0,100.0
67,20171202,BR,Barra Mansa,1,3,1,159.0,3.0,0.0
68,20171202,FR,Gif-sur-Yvette,1,1,1,0.0,1.0,100.0
69,20171202,GB,Eastleigh,1,1,1,0.0,1.0,100.0
70,20171202,IT,Milan,1,2,1,31.0,2.0,0.0
71,20171202,KW,(not set),1,1,1,0.0,1.0,100.0
72,20171202,NL,Leiden,1,7,4,969.0,1.75,50.0
73,20171202,RU,Saint Petersburg,1,4,1,8.0,4.0,0.0
74,20171202,SE,Stockholm,1,6,1,43.0,6.0,0.0
75,20171202,US,Baltimore,1,1,1,0.0,1.0,100.0
76,20171202,US,Boston,1,1,1,0.0,1.0,100.0
77,20171202,US,Bowie,1,7,1,342.0,7.0,0.0
78,20171202,US,Naperville,1,1,1,0.0,1.0,100.0
79,20171203,AU,Brisbane,1,2,1,8.0,2.0,0.0
80,20171203,BE,Ghent,1,2,1,5.0,2.0,0.0
81,20171203,CA,Burlington,1,1,1,0.0,1.0,100.0
82,20171203,CN,Beijing,1,1,1,0.0,1.0,100.0
83,20171203,CU,(not set),1,2,1,0.0,2.0,0.0
84,20171203,ES,Getafe,1,2,2,0.0,1.0,100.0
85,20171203,ES,Ibiza,1,1,1,0.0,1.0,100.0
86,20171203,IL,Netanya,1,1,1,0.0,1.0,100.0
87,20171203,PK,Hyderabad,1,1,1,0.0,1.0,100.0
88,20171203,PL,Warsaw,1,1,1,0.0,1.0,100.0
89,20171203,RU,Saint Petersburg,1,1,1,0.0,1.0,100.0
90,20171203,SE,Sodertalje,1,9,3,578.0,3.0,33.33333333333333
91,20171203,US,Alabaster,1,3,1,22.0,3.0,0.0
92,20171203,US,Austin,1,1,1,0.0,1.0,100.0
93,20171203,US,Columbia,1,3,1,416.0,3.0,0.0
94,20171203,US,Framingham,1,1,1,0.0,1.0,100.0
95,20171203,US,Piscataway,1,1,1,0.0,1.0,100.0
96,20171203,US,San Francisco,1,1,1,0.0,1.0,100.0
97,20171203,US,San Jose,1,1,1,0.0,1.0,100.0
98,20171203,US,St. Peters,1,1,1,0.0,1.0,100.0
99,20171204,AU,Brisbane,2,3,2,7.0,1.5,50.0
100,20171204,BE,Antwerp,2,3,3,0.0,1.0,100.0
101,20171204,BE,Ghent,2,11,3,1764.0,3.6666666666666665,0.0
102,20171204,BO,(not set),1,1,1,0.0,1.0,100.0
103,20171204,BR,Petropolis,1,5,2,1173.0,2.5,50.0
104,20171204,CA,Edmonton,1,4,3,1491.0,1.3333333333333333,66.66666666666666
105,20171204,CH,Basel,2,4,2,73.0,2.0,0.0
106,20171204,CL,Santiago,2,3,2,62.0,1.5,50.0
107,20171204,CU,(not set),1,1,1,0.0,1.0,100.0
108,20171204,CZ,Ostrava,1,1,1,0.0,1.0,100.0
109,20171204,CZ,Prague,1,4,1,246.0,4.0,0.0
110,20171204,DE,Aachen,1,1,1,0.0,1.0,100.0
111,20171204,DE,Bremen,3,7,4,123.0,1.75,75.0
112,20171204,DE,Erlangen,1,1,1,0.0,1.0,100.0
113,20171204,DE,Hamburg,1,1,1,0.0,1.0,100.0
114,20171204,DE,Heidelberg,2,2,2,0.0,1.0,100.0
115,20171204,DE,Koblenz,1,1,1,0.0,1.0,100.0
116,20171204,DE,Wuppertal,1,6,3,887.0,2.0,33.33333333333333
117,20171204,DK,Rodovre,1,1,1,0.0,1.0,100.0
118,20171204,DK,Roskilde,1,1,1,0.0,1.0,100.0
119,20171204,FI,Espoo,1,2,1,0.0,2.0,0.0
120,20171204,FR,Paris,1,4,2,222.0,2.0,50.0
121,20171204,FR,Rueil-Malmaison,2,9,6,147.0,1.5,83.33333333333334
122,20171204,FR,Yutz,1,11,1,1490.0,11.0,0.0
123,20171204,GB,Birmingham,1,1,1,0.0,1.0,100.0
124,20171204,GB,Coventry,1,1,1,0.0,1.0,100.0
125,20171204,GB,Eastleigh,1,1,1,0.0,1.0,100.0
126,20171204,GB,Harwell,1,5,1,1090.0,5.0,0.0
127,20171204,GB,London,4,5,4,2.0,1.25,75.0
128,20171204,GB,Middlesbrough,1,1,1,0.0,1.0,100.0
129,20171204,GB,Newcastle upon Tyne,1,2,2,0.0,1.0,100.0
130,20171204,GB,Nuneaton,1,1,1,0.0,1.0,100.0
131,20171204,GB,Southampton,3,25,4,2303.0,6.25,50.0
132,20171204,IL,Haifa,1,1,1,0.0,1.0,100.0
133,20171204,IN,Bengaluru,2,2,2,0.0,1.0,100.0
134,20171204,IN,Chennai,2,3,2,12.0,1.5,50.0
135,20171204,MX,Merida,2,6,3,1015.0,2.0,0.0
136,20171204,MY,Kuala Lumpur,1,1,1,0.0,1.0,100.0
137,20171204,NL,Amsterdam,1,8,1,235.0,8.0,0.0
138,20171204,NL,Leiden,1,1,1,0.0,1.0,100.0
139,20171204,NL,Sneek,1,1,1,0.0,1.0,100.0
140,20171204,NO,Trondheim Municipality,1,9,1,1498.0,9.0,0.0
141,20171204,PT,Guimaraes,1,1,1,0.0,1.0,100.0
142,20171204,RO,Bucharest,1,1,1,0.0,1.0,100.0
143,20171204,SE,Linkoping,2,3,2,7.0,1.5,50.0
144,20171204,SE,Molndal,2,2,2,0.0,1.0,100.0
145,20171204,SE,Umea,1,1,1,0.0,1.0,100.0
146,20171204,SK,Zilina,1,1,1,0.0,1.0,100.0
147,20171204,UA,Kyiv,1,1,1,0.0,1.0,100.0
148,20171204,US,Abilene,1,1,1,0.0,1.0,100.0
149,20171204,US,Ashburn,1,1,1,0.0,1.0,100.0
150,20171204,US,Athens,1,11,2,179.0,5.5,50.0
151,20171204,US,East Lansing,1,17,1,5428.0,17.0,0.0
152,20171204,US,Houston,2,5,2,125.0,2.5,0.0
153,20171204,US,Miami,1,8,2,2081.0,4.0,0.0
154,20171204,US,Norman,1,1,1,0.0,1.0,100.0
155,20171204,US,Smithfield,1,1,1,0.0,1.0,100.0
156,20171204,US,Walnut Cove,1,1,1,0.0,1.0,100.0
157,20171204,US,West Lafayette,1,1,1,0.0,1.0,100.0
158,20171204,UZ,Tashkent,1,3,1,0.0,3.0,0.0
159,20171205,AU,Adelaide,1,1,1,0.0,1.0,100.0
160,20171205,AU,Canberra,1,6,2,238.0,3.0,50.0
161,20171205,BE,Aalst,1,3,1,388.0,3.0,0.0
162,20171205,BE,Braine-l'Alleud,1,1,1,0.0,1.0,100.0
163,20171205,BE,Ghent,3,17,4,1519.0,4.25,25.0
164,20171205,BE,Liege,1,1,1,0.0,1.0,100.0
165,20171205,BE,Ottignies-Louvain-la-Neuve,1,2,1,146.0,2.0,0.0
166,20171205,CA,Quebec City,1,5,2,2574.0,2.5,0.0
167,20171205,CA,Toronto,3,5,3,992.0,1.6666666666666667,66.66666666666666
168,20171205,CH,Basel,3,3,3,0.0,1.0,100.0
169,20171205,CL,Temuco,1,2,2,0.0,1.0,100.0
170,20171205,CN,Guangzhou,3,3,3,0.0,1.0,100.0
171,20171205,CO,Bogota,1,2,1,222.0,2.0,0.0
172,20171205,CZ,Ostrava,1,1,1,0.0,1.0,100.0
173,20171205,DE,Bad Homburg,1,9,3,1897.0,3.0,0.0
174,20171205,DE,Bremen,3,8,5,424.0,1.6,80.0
175,20171205,DE,Garching,1,5,1,163.0,5.0,0.0
176,20171205,DE,Heidelberg,2,2,2,0.0,1.0,100.0
