,ga:date,ga:pagePath,ga:users,ga:pageViews,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20190401,/en/latest/,34,41,4047.0,1.1081081081081081,56.75675675675676
1,20190401,/en/latest/api/easybuild.toolchains.intel.html,1,1,0.0,0.0,0.0
2,20190401,/en/latest/api/easybuild.tools.config.html,1,1,0.0,1.0,100.0
3,20190401,/en/latest/Archived-easyconfigs.html,2,3,0.0,0.0,0.0
4,20190401,/en/latest/Backup_modules.html,1,1,0.0,0.0,0.0
5,20190401,/en/latest/Code_style.html,2,2,0.0,0.0,0.0
6,20190401,/en/latest/Common-toolchains.html,6,8,0.0,2.6666666666666665,100.0
7,20190401,/en/latest/Concepts_and_Terminology.html,3,3,0.0,0.0,0.0
8,20190401,/en/latest/Configuration.html,6,11,2354.0,2.2,20.0
9,20190401,/en/latest/Containers.html,4,4,1453.0,2.0,50.0
10,20190401,/en/latest/Controlling_compiler_optimization_flags.html,2,2,0.0,2.0,100.0
11,20190401,/en/latest/demos/bootstrapping.html,1,1,0.0,0.0,0.0
12,20190401,/en/latest/demos/configuring.html,1,2,0.0,0.0,0.0
13,20190401,/en/latest/Detecting_loaded_modules.html,2,2,0.0,2.0,100.0
14,20190401,/en/latest/eb_a_e_EB_WRF.html,1,1,0.0,0.0,0.0
15,20190401,/en/latest/eb_a_e_EB_WRF.html?highlight=skipsteps,1,1,0.0,0.0,0.0
16,20190401,/en/latest/eb_list_easyblocks.html,1,1,0.0,0.0,0.0
17,20190401,/en/latest/eb_list_toolchains.html,1,1,0.0,0.0,0.0
18,20190401,/en/latest/Extended_dry_run_examples.html,1,1,0.0,1.0,100.0
19,20190401,/en/latest/Extended_dry_run.html,1,1,0.0,0.0,0.0
20,20190401,/en/latest/Implementing-easyblocks.html,1,2,0.0,0.0,0.0
21,20190401,/en/latest/Including_additional_Python_modules.html,2,3,0.0,3.0,100.0
22,20190401,/en/latest/index.html,3,8,604.0,2.0,25.0
23,20190401,/en/latest/Installation_Alternative.html,3,4,827.0,1.3333333333333333,33.33333333333333
24,20190401,/en/latest/Installation.html,7,22,916.0,3.6666666666666665,50.0
25,20190401,/en/latest/Installing-environment-modules-without-root-permissions.html,4,4,0.0,1.0,100.0
26,20190401,/en/latest/Installing-Lmod-without-root-permissions.html?highlight=lmod,1,1,0.0,0.0,0.0
27,20190401,/en/latest/Integration_with_GitHub.html,1,1,0.0,0.0,0.0
28,20190401,/en/latest/Introduction.html,11,12,0.0,12.0,100.0
29,20190401,/en/latest/Logfiles.html,1,1,0.0,0.0,0.0
30,20190401,/en/latest/Maintainers.html,1,1,0.0,0.0,0.0
31,20190401,/en/latest/Partial_installations.html?highlight=skipsteps,1,1,0.0,0.0,0.0
