,ga:date,ga:countryIsoCode,ga:city,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20230201,AE,Abu Dhabi,2,2,2,0.0,1.0,100.0
1,20230201,AF,(not set),1,2,1,2.0,2.0,0.0
2,20230201,AU,Brisbane,1,3,1,303.0,3.0,0.0
3,20230201,BR,(not set),1,1,1,0.0,1.0,100.0
4,20230201,BR,Sao Carlos,1,1,1,0.0,1.0,100.0
5,20230201,BR,Volta Redonda,1,1,1,0.0,1.0,100.0
6,20230201,CA,Toronto,1,2,1,19.0,2.0,0.0
7,20230201,CH,Zurich,1,1,1,0.0,1.0,100.0
8,20230201,CN,(not set),6,18,7,991.0,2.5714285714285716,28.57142857142857
9,20230201,DE,Bremerhaven,1,10,2,176.0,5.0,0.0
10,20230201,DE,Hamburg,1,3,2,17.0,1.5,50.0
11,20230201,DE,Kiel,1,2,1,68.0,2.0,0.0
12,20230201,DE,Munich,1,1,1,0.0,1.0,100.0
13,20230201,DE,Potsdam,1,1,1,0.0,1.0,100.0
14,20230201,ES,Getafe,1,1,1,0.0,1.0,100.0
15,20230201,FI,Helsinki,1,1,1,0.0,1.0,100.0
16,20230201,FR,(not set),1,3,1,427.0,3.0,0.0
17,20230201,FR,Le Haillan,1,2,1,6.0,2.0,0.0
18,20230201,FR,Leognan,1,1,1,0.0,1.0,100.0
19,20230201,FR,Marseille,1,8,4,63.0,2.0,25.0
20,20230201,FR,Montpellier,1,1,1,0.0,1.0,100.0
21,20230201,GB,Aylesbury,1,2,1,805.0,2.0,0.0
22,20230201,GB,London,3,7,3,62.0,2.3333333333333335,0.0
23,20230201,IL,Modi'in-Maccabim-Re'ut,1,2,2,0.0,1.0,100.0
24,20230201,IN,Bengaluru,1,2,2,0.0,1.0,100.0
25,20230201,IN,Guwahati,1,1,1,0.0,1.0,100.0
26,20230201,IR,Tehran,1,1,1,0.0,1.0,100.0
27,20230201,JP,Kobe,1,6,1,666.0,6.0,0.0
28,20230201,JP,Onna,1,3,2,954.0,1.5,50.0
29,20230201,MX,Mexico City,1,1,1,0.0,1.0,100.0
30,20230201,NO,Kristiansand Municipality,1,1,1,0.0,1.0,100.0
31,20230201,PL,Gdansk,1,2,1,7.0,2.0,0.0
32,20230201,PT,Porto,1,1,1,0.0,1.0,100.0
33,20230201,SE,(not set),1,7,1,172.0,7.0,0.0
34,20230201,SE,Vasteras,1,3,2,10.0,1.5,50.0
35,20230201,US,(not set),9,44,19,6922.0,2.3157894736842106,52.63157894736842
36,20230201,US,Albuquerque,4,6,5,309.0,1.2,80.0
37,20230201,US,Anacortes,1,2,1,11.0,2.0,0.0
38,20230201,US,Baltimore,2,2,2,0.0,1.0,100.0
39,20230201,US,Bel Air South,1,1,1,0.0,1.0,100.0
40,20230201,US,Boardman,1,2,1,2.0,2.0,0.0
41,20230201,US,Boston,1,1,1,0.0,1.0,100.0
42,20230201,US,Champaign,1,1,1,0.0,1.0,100.0
43,20230201,US,Cleveland,1,3,2,899.0,1.5,50.0
44,20230201,US,East Orange,1,1,1,0.0,1.0,100.0
45,20230201,US,Elmira,1,1,1,0.0,1.0,100.0
46,20230201,US,Fulshear,1,1,1,0.0,1.0,100.0
47,20230201,US,Golden Valley,1,1,1,0.0,1.0,100.0
48,20230201,US,Leander,1,1,1,0.0,1.0,100.0
49,20230201,US,Livermore,2,11,5,567.0,2.2,20.0
50,20230201,US,Los Alamos,2,3,2,52.0,1.5,50.0
51,20230201,US,Manteca,1,2,1,95.0,2.0,0.0
52,20230201,US,Medford,2,4,3,2.0,1.3333333333333333,66.66666666666666
53,20230201,US,Monroe Township,1,1,1,0.0,1.0,100.0
54,20230201,US,Mountain View,1,1,1,0.0,1.0,100.0
55,20230201,US,Oak Ridge,2,2,2,0.0,1.0,100.0
