,ga:date,ga:countryIsoCode,ga:city,ga:users,ga:pageViews,ga:sessions,ga:sessionDuration,ga:pageviewsPerSession,ga:bounceRate
0,20200201,AR,Martinez,1,1,1,0.0,1.0,100.0
1,20200201,BE,(not set),3,9,3,1369.0,3.0,66.66666666666666
2,20200201,CN,Changsha,1,1,1,0.0,1.0,100.0
3,20200201,CN,Hangzhou,1,3,1,50.0,3.0,0.0
4,20200201,CN,Shenzhen,1,1,1,0.0,1.0,100.0
5,20200201,CN,Yuxi,1,1,1,0.0,1.0,100.0
6,20200201,CN,Zhengzhou,1,2,1,28.0,2.0,0.0
7,20200201,CR,(not set),1,1,1,0.0,1.0,100.0
8,20200201,DE,Bochum,1,1,1,0.0,1.0,100.0
9,20200201,DE,Erlangen,1,1,1,0.0,1.0,100.0
10,20200201,DE,Essen,1,1,1,0.0,1.0,100.0
11,20200201,DE,Frankfurt,1,1,1,0.0,1.0,100.0
12,20200201,DE,Hamburg,1,1,1,0.0,1.0,100.0
13,20200201,DE,Munich,1,12,1,56.0,12.0,0.0
14,20200201,DE,Vaihingen an der Enz,1,2,1,22.0,2.0,0.0
15,20200201,DZ,(not set),1,1,1,0.0,1.0,100.0
16,20200201,FR,Lille,1,1,1,0.0,1.0,100.0
17,20200201,GB,London,2,6,2,383.0,3.0,50.0
18,20200201,IL,Tel Aviv-Yafo,2,2,2,0.0,1.0,100.0
19,20200201,JP,Chuo City,1,1,1,0.0,1.0,100.0
20,20200201,NL,Naaldwijk,1,1,1,0.0,1.0,100.0
21,20200201,NO,Frogn Municipality,1,1,1,0.0,1.0,100.0
22,20200201,NO,Ullensaker Municipality,1,5,2,143.0,2.5,50.0
23,20200201,NZ,Hamilton,1,3,1,5.0,3.0,0.0
24,20200201,PL,Gdynia,1,1,1,0.0,1.0,100.0
25,20200201,PL,Warsaw,1,1,1,0.0,1.0,100.0
26,20200201,PT,Lisbon,1,3,1,33.0,3.0,0.0
27,20200201,SA,Dhahran,1,1,1,0.0,1.0,100.0
28,20200201,SE,Linkoping,1,2,1,41.0,2.0,0.0
29,20200201,TR,Istanbul,1,1,1,0.0,1.0,100.0
30,20200201,US,Ann Arbor,1,1,1,0.0,1.0,100.0
31,20200201,US,Boulder,1,1,1,0.0,1.0,100.0
32,20200201,US,Iowa City,1,1,1,0.0,1.0,100.0
33,20200201,US,Lafayette,1,1,1,0.0,1.0,100.0
34,20200201,US,Menlo Park,1,1,1,0.0,1.0,100.0
35,20200201,US,Merced,1,1,1,0.0,1.0,100.0
36,20200201,US,Sammamish,1,2,1,4.0,2.0,0.0
37,20200201,US,San Francisco,1,1,1,0.0,1.0,100.0
38,20200201,US,San Jose,2,11,2,294.0,5.5,0.0
39,20200201,US,San Mateo,1,3,1,38.0,3.0,0.0
40,20200202,AR,(not set),1,1,1,0.0,1.0,100.0
41,20200202,AT,(not set),1,3,1,19.0,3.0,0.0
42,20200202,AT,Vienna,2,2,2,0.0,1.0,100.0
43,20200202,BE,(not set),3,3,3,0.0,1.0,100.0
44,20200202,BR,Duque de Caxias,1,4,1,103.0,4.0,0.0
45,20200202,CA,Waterloo,1,1,1,0.0,1.0,100.0
46,20200202,CH,Meyrin,1,3,1,64.0,3.0,0.0
47,20200202,CN,(not set),2,3,2,250.0,1.5,50.0
48,20200202,CN,Shanghai,1,1,1,0.0,1.0,100.0
49,20200202,CN,Zhengzhou,1,1,1,0.0,1.0,100.0
50,20200202,CN,Zhenjiang,1,2,1,8.0,2.0,0.0
51,20200202,DE,Bad Belzig,1,1,1,0.0,1.0,100.0
52,20200202,DE,Bochum,1,1,1,0.0,1.0,100.0
53,20200202,DE,Munich,1,4,2,7.0,2.0,50.0
54,20200202,ES,Getafe,1,1,1,0.0,1.0,100.0
55,20200202,FR,(not set),1,3,1,28.0,3.0,0.0
